generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-0.921072,-1355.13,1,0
2000,1,-0.479001,304.687,0.130547,0.50075
4000,2,-1.69806,507.952,0.710217,0.364
6000,1,-0.479029,638.694,0.225864,0.3065
8000,2,-0.995402,708.456,0.129026,0.36308
10000,2,-0.271516,771.497,0.473667,0.28
12000,2,-3.31141,796.411,2.18498,0.264
14000,3,-2.38514,843.649,1.71194,0.327762
16000,3,-0.908064,883.711,0.470561,0.2608
18000,3,-4.72444,910.102,1.05919,0.246333
20000,4,-2.01559,951.077,0.322024,0.2375
22000,3,0.00295628,988.885,0.114201,0.317364
24000,3,-3.37788,1007.51,2.90285,0.2505
26000,3,-1.81769,1029.31,2.07287,0.2305
28000,3,-1.82903,954.751,0.213837,0.241071
30000,4,-0.258429,1056.45,0.105589,0.228714
32000,5,-0.942458,1083.96,0.885653,0.21
34000,6,-1.37812,1129.65,2.33828,0.2185
36000,6,-3.87978,1141.02,0.400452,0.205
38000,6,-3.5946,1143.67,0.529065,0.197
40000,6,-4.83238,1282.44,2.60252,0.2205
42000,6,-4.51541,1301.5,0.335586,0.2065
44000,6,0.486432,1160.8,0.184845,0.194833
46000,7,-3.28514,1210.81,0.200536,0.202
48000,7,-2.74212,1222.72,0.237264,0.1845
50000,7,-7.02562,1235.14,3.25421,0.1885
52000,7,-3.49908,1239.96,0.227256,0.198
54000,7,-4.68309,1273.71,0.232682,0.194
56000,7,-11.5804,1482.62,0.633978,0.195929
58000,7,-4.93616,1491.85,0.0773428,0.1745
60000,7,-3.32208,1496.64,1.29673,0.1685
62000,8,-7.16716,1508.78,2.68636,0.1935
64000,7,-3.92352,1544.85,1.89695,0.1685
66000,7,-4.81372,1579.96,1.88415,0.178
68000,7,-7.41261,1611.57,2.77631,0.1865
70000,7,-5.41971,1615.33,0.266488,0.189
72000,7,-6.53952,1647.47,2.31797,0.167
74000,6,-3.62955,1676.03,0.0854663,0.1575
76000,6,-2.30755,1730.32,0.580539,0.18
78000,6,-6.39142,1754.15,0.422024,0.161
80000,6,-7.2427,1761.23,1.27273,0.1595
82000,6,-4.7321,1781.04,0.68651,0.1635
84000,6,-3.85914,1797.89,0.715517,0.167
86000,6,-6.91217,1840.85,2.69579,0.1535
88000,6,-8.62165,1898.79,0.0974299,0.1555
90000,6,-5.14799,1912.62,1.72311,0.1515
92000,6,-4.41048,1931.42,0.86119,0.157
94000,6,-4.97916,1955.96,0.379042,0.1405
96000,6,-3.53225,1974.22,1.80612,0.148
98000,6,-8.48524,1986.37,3.79883,0.1465
100000,6,-6.42749,1992.09,3.66452,0.163
102000,6,-3.46645,2017.53,0.275829,0.145
104000,6,-5.99938,2025.61,0.797447,0.1505
106000,6,-9.03729,2050.42,4.26183,0.1455
108000,6,-13.4763,2047.63,3.13339,0.1605
110000,7,-6.97847,2064.86,0.0915752,0.1495
112000,7,-7.7344,2085.2,0.0803397,0.13
114000,7,-10.5318,2113.57,3.79581,0.135
116000,7,-12.8572,2132.57,2.11417,0.1375
118000,7,-5.98857,2153.94,0.0160581,0.1345
120000,7,-8.73189,2178.29,2.03618,0.141
122000,7,-9.45789,2195.53,1.08281,0.1195
124000,7,-4.91215,2196.6,0.236785,0.1455
126000,7,-9.4436,2204.63,0.227571,0.143
128000,8,-2.25757,2221.57,0.374331,0.145
130000,7,-6.8579,2236.45,0.308423,0.1365
132000,7,-5.01545,2238.96,0.378264,0.1335
134000,7,-7.21932,2252.95,0.304531,0.1295
136000,7,-6.32998,2261.42,0.144437,0.1235
138000,7,-11.0093,2248.89,2.15916,0.1335
140000,7,-3.28329,2248.12,0.0811298,0.127
142000,7,-2.90181,2264.96,0.447453,0.1355
144000,7,-4.73334,2283.1,2.59206,0.1125
146000,7,-3.09135,2312.84,1.02471,0.128
148000,7,-0.898092,2335.68,0.221574,0.1215
150000,7,-3.71965,2338.64,2.31405,0.1255
152000,7,-6.25295,2351.39,5.95297,0.13
154000,7,-2.61977,2342.23,2.09471,0.1185
156000,7,-0.546136,2366.02,1.1143,0.113
158000,7,-2.24192,2380.27,0.724428,0.1195
160000,7,-4.26199,2384.32,0.49922,0.115
162000,7,-4.14164,2392.45,0.0304898,0.124
164000,7,-13.8164,2421.49,0.0248838,0.1165
166000,7,-6.01216,2437.33,0.466998,0.1195
168000,7,-10.9117,2452.42,2.11875,0.114
170000,7,-6.17854,2470.48,1.75371,0.1185
172000,7,-7.41662,2477.52,0.388645,0.1065
174000,7,-4.89535,2496.88,0.463867,0.1145
176000,7,-3.54985,2499.71,0.103183,0.1015
178000,8,-5.72925,2507.26,1.67214,0.1175
180000,7,-6.36582,2538.19,4.32758,0.1175
182000,7,-2.19377,2555.47,1.0932,0.112
184000,7,-3.36217,2555.97,0.372253,0.1065
186000,7,-5.19388,2574.97,0.534075,0.1
188000,7,-6.33259,2580.4,1.43113,0.1255
190000,7,-8.40129,2575.2,1.24157,0.1115
192000,7,-4.1914,2576.5,0.548788,0.1105
194000,7,-3.75215,2575.37,0.96914,0.1055
196000,7,-3.74802,2583.71,0.266601,0.1185
198000,7,-7.45743,2579.45,1.72024,0.1115
200000,7,-6.62939,2574.65,0.0594419,0.109
202000,7,-4.09074,2581.74,0.689977,0.1115
204000,7,-6.93883,2583.45,3.40444,0.1105
206000,7,-4.12442,2603.76,0.899592,0.104
208000,7,-6.21014,2616.5,3.23555,0.096
210000,7,-4.60343,2612.04,0.0180211,0.113
212000,7,-4.1924,2616.11,0.667152,0.1135
214000,7,-3.10403,2611.51,0.254922,0.1095
216000,7,-3.60939,2614.21,0.791697,0.108
218000,7,-2.54293,2626.38,0.300435,0.1075
220000,7,-0.926744,2642.56,0.117645,0.1115
222000,7,-1.71581,2645.84,1.02278,0.1135
224000,7,-1.98676,2660.66,0.353549,0.0895
226000,7,-3.0383,2679.56,0.36273,0.1145
228000,7,-6.32987,2689.08,1.57063,0.109
230000,7,-4.53926,2680.89,1.51779,0.125
232000,7,-5.25424,2678.68,0.370415,0.1055
234000,7,-5.72645,2676.42,0.807183,0.1205
236000,7,-4.46791,2678.51,0.384104,0.1125
238000,7,-4.1248,2680.77,1.52952,0.094
240000,7,-4.79921,2680.68,2.18639,0.1055
242000,7,-3.27148,2695.37,0.805967,0.104
244000,7,-6.12051,2704.63,2.72065,0.107
246000,7,-10.2404,2702.42,6.255,0.11
248000,7,-4.20017,2707.4,0.718857,0.1
250000,7,-5.70666,2717.04,0.215582,0.1135
252000,7,-5.82886,2727.18,0.442339,0.1245
254000,7,-4.46979,2731.82,1.04142,0.1
256000,7,-2.82891,2738.01,0.17617,0.096
258000,7,-5.75033,2750,1.00614,0.102
260000,7,-8.25559,2749.87,2.15953,0.102
262000,7,-3.27863,2750.87,0.402044,0.098
264000,7,-2.10024,2756.38,0.424508,0.11
266000,7,-0.249732,2744.72,0.15896,0.1065
268000,7,-1.20363,2755.51,0.28237,0.1075
270000,7,-1.16052,2765.21,0.682693,0.104
272000,7,-4.26189,2769.38,0.287389,0.096
274000,7,-5.96202,2768.38,1.08595,0.1035
276000,7,-4.5424,2769.21,1.05275,0.103
278000,7,-2.02699,2775.23,0.300053,0.105
280000,7,-1.00511,2773.04,0.236801,0.095
282000,7,-6.19208,2782.79,2.47353,0.1005
284000,7,-6.54827,2791.03,1.17495,0.0965
286000,7,-4.02676,2796.86,0.185069,0.0905
288000,7,-12.571,2816.54,1.77002,0.0995
290000,7,-8.72235,2828.55,0.0772489,0.1095
292000,7,-2.73447,2825.46,0.877721,0.1035
294000,7,-3.21305,2834,0.615276,0.1005
296000,7,-5.47824,2836.35,0.143775,0.1095
298000,7,-3.34304,2848.42,0.587567,0.1055
300000,7,-7.14177,2854.57,1.62392,0.0995
302000,7,-5.96136,2865.85,1.93651,0.0955
304000,7,-3.48785,2887.03,1.78052,0.1005
306000,7,-3.33003,2883.75,0.302873,0.1005
308000,7,-4.14209,2894.28,0.0746122,0.106
310000,7,-6.94482,2894.65,2.25565,0.1025
312000,7,-0.475357,2893.37,0.566374,0.102
314000,7,-3.91701,2901.39,1.25595,0.106
316000,7,-3.3545,2913.46,2.56302,0.11
318000,7,-3.86171,2917.92,0.431401,0.1075
320000,7,-1.62414,2919.65,0.578732,0.102
322000,7,-4.35762,2919.14,0.678684,0.1005
324000,7,-9.13988,2919.71,0.0367496,0.1055
326000,7,-7.93508,2921.51,1.12239,0.113
328000,7,-10.3214,2919.35,0.125076,0.0945
330000,8,-6.79354,2703.29,0.722977,0.14012
332000,8,-3.79028,2716.6,0.261225,0.11
334000,8,-6.43047,2723.84,1.07321,0.1275
336000,7,-9.42155,2925.58,2.27814,0.108625
338000,8,-14.0526,2733.79,2.23386,0.11425
340000,8,-6.39999,2752.91,2.1325,0.113
342000,8,-2.79436,2770.01,0.797964,0.118
344000,8,-4.33985,2789.66,1.93132,0.1005
346000,7,-4.0134,2937.14,1.38547,0.1014
348000,7,-5.22862,2943.71,1.76739,0.096
350000,7,-3.48517,2944.64,1.20513,0.0995
352000,7,-1.67637,2954.33,0.904842,0.1065
354000,7,-4.58593,2952.47,0.287086,0.1
356000,7,-5.28046,2958.71,0.367938,0.11
358000,7,-5.36764,2951.93,1.66259,0.1025
360000,7,-3.01001,2954.22,0.39964,0.106
362000,7,-6.11764,2970.06,1.47372,0.095
364000,7,-7.14673,2976.48,0.0302033,0.102
366000,7,-5.83643,2972.62,2.48962,0.101
368000,7,-3.644,2988.2,0.154934,0.1005
370000,7,-4.01198,2995.81,1.13849,0.106
372000,7,-2.75451,2994.67,0.177973,0.113
374000,7,-1.92465,2999.75,0.759683,0.0925
376000,7,-1.05866,3001.03,0.0228795,0.106
378000,7,-0.498803,3007.37,0.181861,0.107
380000,7,-7.8706,3012.12,0.712869,0.1045
382000,7,-3.90479,3010.66,1.52304,0.1055
384000,7,-2.71429,3018.65,0.323407,0.1065
386000,7,-4.80647,3019.42,0.235377,0.0955
388000,7,-7.23565,3018.03,0.00592462,0.1
390000,7,-4.82044,3024.99,0.0103285,0.097
392000,7,-7.44629,3032.42,0.0611454,0.0945
394000,7,-9.30134,3036.77,1.04032,0.0945
396000,7,-10.035,3051.78,1.01234,0.102
398000,7,-19.3449,3048.48,5.0753,0.0995
400000,7,-11.1923,3047.04,0.265971,0.0945
402000,7,-10.5004,3059.68,0.0080177,0.089
404000,7,-9.33353,3053.48,0.491146,0.091
406000,7,-8.30356,3079.15,1.22356,0.099
408000,7,-12.6948,3084.06,1.55271,0.1
410000,7,-7.73043,3091.61,0.0167277,0.097
412000,7,-11.8661,3092.18,0.46131,0.1
414000,7,-7.04659,3104.49,0.857233,0.0955
416000,7,-5.98932,3102.26,0.516117,0.0955
418000,7,-6.21188,3098.94,1.22453,0.099
420000,7,-9.75385,3101.46,1.89944,0.099
422000,10,-5.64656,2968.58,0.450783,0.104282
424000,8,-8.84163,3104.85,1.21645,0.092
426000,7,-5.90019,3106.56,1.27551,0.0875
428000,7,-9.06424,3114.53,0.393222,0.0885
430000,7,-5.84209,3109.98,0.901553,0.107
432000,7,-6.73403,3116.71,1.74169,0.0905
434000,10,-1.95987,2989.48,0.14884,0.0983333
436000,10,-6.77623,2988.2,1.67467,0.091
438000,7,-6.51291,3134.73,0.429209,0.0858333
440000,7,-6.38118,3141.34,0.625307,0.0895
442000,7,-9.82346,3141.46,0.799903,0.098
444000,7,-10.9753,3151.4,0.408088,0.1135
446000,7,-12.912,3157.36,0.86393,0.0935
448000,7,-12.2389,3157.55,1.36833,0.075
450000,7,-8.42471,3151.33,0.0620019,0.0915
452000,7,-6.74088,3161.5,0.229669,0.096
454000,7,-6.68921,3161.05,0.285465,0.1125
456000,7,-13.7581,3151.65,1.30977,0.089
458000,7,-14.1271,3160.99,0.294037,0.0775
460000,7,-15.2623,3169.57,2.06793,0.099
462000,7,-8.90896,3172.95,1.81055,0.0945
464000,7,-10.8109,3171.17,1.9814,0.105
466000,8,-9.1367,3183.05,2.70278,0.0935
468000,8,-8.52965,3188.13,2.13998,0.0895
470000,8,-8.0123,3193.5,2.44892,0.094
472000,8,-9.50764,3192.51,0.546285,0.1005
474000,7,-10.1595,3182.38,1.16929,0.0915
476000,7,-8.22349,3181.15,0.58849,0.0955
478000,9,-13.5486,3059.24,1.14086,0.102714
480000,9,-12.6513,3060.09,3.42177,0.099
482000,7,-11.1987,3200.9,0.126504,0.0955
484000,7,-8.80706,3204.72,1.28307,0.1015
486000,7,-7.99454,3209.93,0.0052079,0.0945
488000,7,-6.28947,3203.77,2.35706,0.093
490000,7,-7.28593,3212.14,1.04618,0.092
492000,7,-11.2979,3215.91,3.88092,0.092
494000,7,-6.23217,3215.05,1.04391,0.0955
496000,7,-7.8724,3223.99,1.35233,0.1015
498000,7,-7.27296,3228.15,0.943489,0.0945
500000,7,-5.48193,3230.01,0.0699814,0.101
502000,7,-7.5491,3229.04,0.822479,0.0965
504000,7,-8.32045,3233.4,1.75071,0.0885
506000,7,-9.45667,3235.05,0.0632505,0.0925
508000,7,-7.16322,3249.63,0.422111,0.094
510000,7,-7.95089,3244.05,1.0141,0.088
512000,7,-7.04349,3241.66,0.274818,0.1015
514000,9,-6.31487,3131.91,0.398715,0.0982059
516000,9,-9.36147,3129.54,0.938987,0.1055
518000,9,-2.95673,3137.46,0.00778848,0.099
520000,9,-2.65507,3139.1,1.05284,0.106
522000,9,-1.17614,3139.43,0.758462,0.0925
524000,7,-13.0397,3259.28,0.592813,0.0929167
526000,7,-8.61701,3256.02,0.108213,0.108
528000,7,-7.4696,3266.98,0.0199011,0.1005
530000,7,-11.4719,3272.77,0.0135313,0.0815
532000,7,-8.408,3283.81,1.13216,0.089
534000,7,-5.72263,3296.07,0.407685,0.087
536000,7,-8.98609,3300.73,1.35449,0.096
538000,7,-8.78933,3308.61,0.79168,0.0925
540000,7,-6.62129,3304.58,0.617342,0.099
542000,8,-6.27904,3304.36,0.587301,0.0865
544000,7,-11.1679,3308.93,0.317989,0.0975
546000,7,-7.25759,3325.7,0.508335,0.102
548000,7,-9.30032,3327.21,0.0520248,0.0855
550000,7,-7.41839,3327.1,1.05825,0.0915
552000,7,-7.5544,3329.05,0.0207937,0.0945
554000,7,-13.31,3331.7,0.305021,0.1035
556000,9,-3.81038,3169.98,0.0132166,0.0994412
558000,9,-5.53537,3168.3,0.359714,0.105
560000,7,-13.4608,3356.27,0.974143,0.0933333
562000,7,-10.9307,3365.37,0.0114286,0.0955
564000,7,-9.02784,3359.77,0.727318,0.0985
566000,7,-9.77063,3356.39,0.00217259,0.0835
568000,7,-8.47617,3369.05,0.114118,0.099
570000,7,-5.79836,3366.68,0.762052,0.0865
572000,7,-5.50236,3373.52,0.0969807,0.0955
574000,7,-6.87008,3380.84,0.523397,0.083
576000,7,-7.04403,3384.53,1.50556,0.082
578000,7,-6.77242,3389.32,0.780636,0.0915
580000,7,-6.9059,3396.82,1.11951,0.104
582000,7,-3.80292,3393.01,0.0350174,0.0925
584000,7,-4.20029,3396.79,1.35503,0.0915
586000,7,-7.35467,3391.59,0.230078,0.101
588000,7,-7.80129,3398.76,0.936739,0.0965
590000,7,-8.62386,3403.87,1.86249,0.09
592000,7,-9.98851,3407.4,0.759601,0.095
594000,7,-7.19436,3412.61,0.602788,0.106
596000,7,-9.37394,3407.32,0.560637,0.0905
598000,7,-8.75863,3407.19,0.312317,0.106
600000,7,-8.8732,3405.62,0.300391,0.0915
602000,7,-8.11971,3405.48,0.722083,0.095
604000,7,-6.6588,3403.82,1.19622,0.0885
606000,7,-7.26284,3403.25,0.799196,0.1005
608000,7,-12.5675,3408.64,0.463943,0.0915
610000,7,-8.07116,3413.86,1.4799,0.095
612000,7,-6.6674,3422.67,2.29472,0.1005
614000,7,-19.5479,3426.98,4.75746,0.0925
616000,7,-12.3084,3420.11,0.0090296,0.0855
618000,7,-5.79685,3425.49,0.356535,0.0965
620000,8,-6.74197,3429.65,1.71807,0.0955
622000,7,-4.20402,3429.86,0.544652,0.1035
624000,9,-2.64219,3261.07,1.25938,0.0987727
626000,9,-4.40861,3267.24,3.28896,0.1005
628000,9,-3.8308,3272.43,0.486343,0.091
630000,7,-6.76163,3437.69,0.857106,0.089875
632000,7,-2.98227,3442.17,0.411718,0.0845
634000,7,-5.09306,3442.71,0.237282,0.0765
636000,7,-3.66354,3454.58,0.174991,0.1045
638000,7,-5.90631,3452,1.52591,0.0945
640000,7,-4.78434,3446.56,0.212902,0.087
642000,9,0.806,3301.82,0.788076,0.0932143
644000,9,3.00151,3303.8,0.163598,0.102
646000,8,-5.95396,3459.6,2.13655,0.0915
648000,9,-0.274657,3295.87,1.14286,0.097
650000,7,-7.73226,3471.51,2.1593,0.09375
652000,7,-4.48944,3470.16,0.677391,0.0875
654000,7,-11.3453,3472.86,4.26872,0.0955
656000,7,-4.78375,3472.63,0.159846,0.0895
658000,7,-7.65934,3478.06,0.220783,0.0895
660000,7,-5.46436,3470.58,0.979815,0.095
662000,7,-4.82894,3478.44,0.365617,0.09
664000,7,-3.99965,3481.63,0.430472,0.0995
666000,7,-3.95273,3481.2,0.803348,0.084
668000,7,-3.87866,3482.2,0.1203,0.092
670000,7,-2.64574,3477.57,0.0345474,0.0995
672000,7,-3.90069,3478.93,0.304049,0.1025
674000,7,-8.08678,3476,4.69657,0.085
676000,7,-7.61999,3478.76,0.821834,0.099
678000,7,-7.78505,3477.99,0.252301,0.085
680000,7,-6.21743,3472.97,0.638102,0.0945
682000,7,-5.45904,3467.97,0.824692,0.0905
684000,7,-6.10667,3465.51,0.177642,0.0915
686000,7,-7.01256,3457.56,0.602198,0.095
688000,7,-7.36497,3458.97,2.87323,0.082
690000,9,-2.41906,3355.44,1.13677,0.0960238
692000,9,-1.63242,3349.66,0.906225,0.0965
694000,9,-8.97178,3338.95,1.31773,0.105
696000,7,-4.44351,3459.99,0.0187622,0.091875
698000,7,-7.58018,3449.62,1.88215,0.0935
700000,7,-9.42338,3450.78,0.447459,0.0875
702000,9,-1.2197,3353.83,0.0284445,0.092625
704000,9,-4.62753,3356.98,2.53301,0.09
706000,9,-4.91078,3365.36,2.68663,0.099
708000,7,-5.16409,3464.3,0.316873,0.096875
710000,7,-8.0656,3458.97,0.552952,0.0935
712000,7,-6.16858,3477.43,0.775569,0.094
714000,7,-9.21851,3481.16,0.420021,0.0795
716000,7,-5.45797,3484.61,0.00475858,0.097
718000,7,-6.33814,3482.66,0.51524,0.09
720000,7,-5.92138,3485.61,1.76599,0.101
722000,7,-3.12523,3488.72,0.463386,0.1005
724000,7,-4.5343,3489.61,0.585597,0.0905
726000,7,-9.69702,3494.11,3.38135,0.0895
728000,7,-8.11986,3489.78,0.365092,0.0895
730000,7,-9.44692,3499.7,0.245435,0.095
732000,7,-8.13528,3504.15,2.07017,0.093
734000,7,-8.1654,3505.07,1.95622,0.0925
736000,8,-8.11521,3514.2,1.41253,0.0885
738000,8,-9.19438,3526.32,0.465284,0.1115
740000,8,-8.20812,3526.22,0.776652,0.0965
742000,8,-6.46189,3529.45,0.0890613,0.0915
744000,8,-5.27655,3524.74,0.142579,0.1035
746000,9,-8.56569,3419.11,0.755133,0.096825
748000,8,-10.5038,3532.15,0.84947,0.09675
750000,8,-12.4694,3532.35,0.905422,0.0985
752000,8,-13.3333,3543.33,1.13116,0.1025
754000,8,-6.51493,3547.09,0.232439,0.0875
756000,8,-6.47994,3559.24,1.42479,0.0885
758000,8,-7.83296,3557.99,2.96238,0.094
760000,8,-13.2551,3552.81,0.603831,0.092
762000,8,-10.9671,3560.25,0.805023,0.0955
764000,8,-13.2251,3560.5,0.473858,0.0945
766000,9,-2.24875,3443.11,0.0516005,0.0945
768000,9,-2.1504,3437.11,1.40943,0.0955
770000,9,-4.80033,3435.94,0.191614,0.1035
772000,8,-7.47638,3568.54,0.355821,0.100375
774000,8,-9.04771,3555.69,0.821986,0.103
776000,9,-0.496739,3438.21,0.332749,0.0991667
778000,9,-2.92548,3437.49,0.457091,0.1025
780000,9,-3.52358,3434.78,2.00483,0.096
782000,9,-0.375835,3440.43,0.179638,0.0905
784000,9,-5.17887,3438.46,0.510312,0.1125
786000,9,-8.91891,3439.23,1.43595,0.098
788000,9,-0.911484,3448.85,0.48475,0.0915
790000,7,-4.91035,3561.69,0.0166682,0.098125
792000,7,-5.88116,3557.65,0.0934593,0.103
794000,7,-6.39187,3558.56,0.0740841,0.1045
796000,7,-8.46976,3563.2,1.36902,0.0875
798000,7,-5.61381,3566.05,0.628766,0.0805
800000,7,-7.00002,3566.52,1.26795,0.0915
802000,7,-6.94074,3568.37,0.102449,0.0965
804000,7,-6.96186,3567.56,0.832141,0.0935
806000,7,-15.9652,3571.04,2.12548,0.084
808000,9,-5.84374,3451.24,2.17575,0.09465
810000,9,-4.04647,3448.3,1.20914,0.095
812000,9,-2.70805,3446.35,1.9222,0.097
814000,9,-2.56601,3439.87,1.52521,0.1015
816000,9,-3.68923,3438.2,0.119504,0.0975
818000,9,-1.19256,3435.67,1.33707,0.091
820000,7,-6.09775,3587.65,0.147639,0.0953571
822000,7,-6.66215,3585.93,2.87242,0.0825
824000,7,-5.38325,3588.56,0.00484936,0.0795
826000,7,-7.7469,3605.18,0.133366,0.0865
828000,7,-13.6883,3602.87,0.654498,0.0895
830000,7,-12.0642,3615.27,1.86851,0.0995
832000,7,-12.0977,3610.89,1.68071,0.083
834000,7,-7.15793,3610.42,0.342126,0.1005
836000,7,-9.5717,3609.75,2.91018,0.1
838000,10,-6.31201,3461.45,0.392507,0.0953
840000,9,-2.37609,3471.8,0.222688,0.097
842000,9,-3.92271,3475,0.193144,0.0895
844000,10,-4.35389,3477.96,1.53177,0.0855
846000,7,-9.06664,3604.08,3.25477,0.0902
848000,7,-8.07374,3593.13,3.82727,0.0925
850000,7,-6.25271,3602.59,0.39257,0.1005
852000,7,-9.35009,3609.04,0.639003,0.0945
854000,7,-6.52769,3621.79,0.468812,0.091
856000,7,-7.96305,3634.25,0.444326,0.0845
858000,7,-6.44284,3641.16,0.168762,0.1075
860000,9,-1.00225,3505.72,0.190053,0.0965625
862000,7,-5.06123,3635.18,1.45208,0.09275
864000,7,-10.1978,3640.4,5.48476,0.098
866000,7,-4.13808,3647.52,0.297589,0.1005
868000,7,-5.5084,3654.03,0.783327,0.085
870000,7,-5.68501,3660.7,0.0457984,0.089
872000,7,-15.0353,3667.06,2.86172,0.0975
874000,9,-4.03995,3534.67,0.3591,0.0932857
876000,9,-3.78749,3538.41,1.41244,0.0905
878000,9,-1.32676,3540.37,0.0238926,0.0935
880000,7,-8.2294,3671.38,1.4682,0.086625
882000,7,-5.01944,3677.19,0.508425,0.0945
884000,7,-7.73239,3668.84,0.163464,0.084
886000,7,-7.08868,3661.28,0.678967,0.0835
888000,7,-6.42439,3673.63,1.31514,0.0905
890000,9,-4.13153,3553.37,1.58724,0.0916667
892000,7,-3.46755,3670.58,0.906778,0.10025
894000,9,-4.37448,3558.72,1.06704,0.096
896000,9,-4.90507,3557.68,0.723248,0.088
898000,9,-7.15858,3557.84,1.12242,0.094
900000,9,-2.13584,3553.65,0.942151,0.0985
902000,9,-2.76507,3549.84,0.796908,0.0885
904000,9,-4.65807,3554.28,1.96478,0.0885
906000,9,-4.67008,3559.65,0.344263,0.0885
908000,9,-11.2306,3562.6,3.01675,0.0965
910000,9,-13.1418,3565.48,0.232946,0.086
912000,7,-2.62027,3659.76,1.18479,0.08985
914000,7,-8.52955,3658.24,2.26929,0.093
916000,7,-7.45079,3653.89,0.434087,0.096
918000,7,-9.69787,3665.82,1.35825,0.092
920000,7,-8.69107,3675.38,1.57041,0.0805
922000,7,-2.27526,3681.14,0.0785669,0.0875
924000,7,-3.25005,3680.48,0.755448,0.0915
926000,7,-5.7494,3677.61,2.23899,0.0925
928000,7,-3.54569,3674.64,0.321049,0.0945
930000,7,-10.2863,3680.43,0.00916435,0.0885
932000,7,-13.3723,3678.62,0.738646,0.096
934000,7,-6.18254,3683.75,0.662705,0.096
936000,7,-2.42398,3680.26,0.249074,0.101
938000,7,-5.16373,3683.09,0.0412853,0.088
940000,7,-3.48846,3684.82,1.74151,0.092
942000,7,-2.81589,3685.45,0.711917,0.0895
944000,7,-3.76764,3682.7,1.27846,0.101
946000,7,-2.72883,3690.02,0.601227,0.092
948000,7,-4.34834,3693.75,0.637031,0.1
950000,7,-2.26496,3699.55,1.55687,0.104
952000,9,-6.83274,3613.27,1.18349,0.0945
954000,9,-5.94182,3608.01,0.0967465,0.107
956000,9,-5.88548,3603.12,0.2746,0.0885
958000,9,-5.65434,3610.75,1.06038,0.0985
960000,9,-3.52953,3609.83,3.6869,0.0895
962000,9,-3.26221,3610.73,0.384767,0.106
964000,9,-6.70785,3613.45,0.196941,0.0885
966000,7,-7.80678,3716.3,0.166107,0.0968125
968000,9,-5.45524,3616.33,2.29344,0.10325
970000,9,-5.07476,3617.38,1.15333,0.0895
972000,9,-5.54117,3635.89,1.02565,0.096
974000,7,-6.18594,3738.97,0.0556268,0.098875
976000,7,-10.4773,3737.96,2.49059,0.0855
978000,7,-5.70723,3740.72,0.988301,0.0905
980000,7,-4.2959,3736,0.816232,0.098
982000,7,-7.937,3733.44,3.78149,0.0835
984000,7,-0.948089,3734.21,0.283133,0.0935
986000,7,-2.39698,3732.08,1.8056,0.096
988000,7,-0.502322,3726.46,0.41098,0.0925
990000,7,-2.87066,3736.04,0.202336,0.079
992000,7,-4.72788,3732.35,0.940756,0.081
994000,7,-4.45971,3731.07,1.16633,0.0865
996000,7,-4.10895,3732.41,0.505806,0.1105
998000,7,-7.41234,3738.53,0.522079,0.0905
1000000,7,-3.21028,3732.68,0.179844,0.0855
1002000,7,-9.35336,3737.36,2.07326,0.0945
1004000,7,-10.2091,3743.13,0.865848,0.091
1006000,9,-8.97418,3672.92,1.81795,0.0956471
1008000,7,-7.49359,3749.07,1.35724,0.09975
1010000,7,-3.22143,3752.55,0.187879,0.088
1012000,7,-5.48286,3753.54,2.18389,0.0935
1014000,7,-6.58811,3756.08,0.0742186,0.083
1016000,7,-7.79531,3756.07,0.820511,0.0875
1018000,7,-6.14964,3759.96,0.676946,0.0875
1020000,7,-4.63786,3763.09,0.474584,0.096
1022000,7,-9.21943,3767.28,0.761936,0.0885
1024000,7,-8.5454,3772.9,2.89052,0.091
1026000,7,-9.09298,3782.24,3.51609,0.087
1028000,7,-5.99011,3781.1,0.626379,0.088
1030000,7,-4.38569,3786.63,0.319509,0.0935
1032000,7,-5.34655,3789.61,1.70383,0.087
1034000,7,-8.18448,3788.25,2.59933,0.105
1036000,7,-7.81585,3788.44,0.176674,0.089
1038000,7,-4.7776,3782.68,0.609662,0.105
1040000,7,-4.51824,3786.62,1.12274,0.1005
1042000,7,-9.80346,3780.52,1.26912,0.089
1044000,9,-2.25151,3706.35,0.945679,0.0920789
1046000,7,-4.83056,3801.9,0.231018,0.08825
1048000,7,-5.88195,3807.58,0.975665,0.0875
1050000,7,-1.91397,3806.96,0.152231,0.086
1052000,7,-2.50207,3811.46,0.553729,0.0845
1054000,7,-4.44068,3807.37,1.07399,0.085
1056000,7,-2.17269,3809.12,1.35259,0.0945
1058000,7,-1.21189,3813.15,0.0783689,0.087
1060000,7,-6.52412,3818.23,1.18002,0.091
1062000,7,-2.91426,3832.63,0.392541,0.0925
1064000,7,-2.16791,3834.08,0.0186783,0.096
1066000,7,-4.19584,3833.78,0.42991,0.09
1068000,7,-7.80001,3838.46,1.70802,0.086
1070000,7,-5.81868,3844.44,0.28885,0.101
1072000,7,-9.79396,3847.22,2.89748,0.091
1074000,7,-7.32329,3847.42,3.3456,0.069
1076000,7,-5.8925,3840.05,0.480357,0.078
1078000,7,-7.22225,3841.9,0.547573,0.084
1080000,7,-8.94321,3835.54,2.84131,0.081
1082000,7,-4.46062,3828.83,0.153983,0.0945
