generation,N_shifts,logPrior,logLik,eventRate,acceptRate
26388000,8,-5.91346,6378.89,0.283375,0.0985
26390000,8,-6.25424,6381.53,0.509849,0.084
26392000,8,-10.2626,6379.41,0.112423,0.088
26394000,8,-6.4866,6380.53,1.45419,0.085
26396000,8,-2.38736,6379.12,0.294271,0.0975
26398000,7,-8.04293,6392.09,0.889263,0.0841875
26400000,7,-6.71775,6388.89,1.08937,0.0785
26402000,7,-7.69128,6389.14,0.430695,0.077
26404000,8,-7.6518,6373.04,1.7394,0.083
26406000,7,-5.36805,6395.38,1.5376,0.082
26408000,7,-8.93202,6391.99,2.32177,0.079
26410000,7,-7.03633,6390.76,0.366486,0.0905
26412000,7,-10.1276,6388.79,4.29479,0.086
26414000,7,-3.32876,6390.95,0.0696742,0.0845
26416000,8,-7.43009,6374.88,0.262863,0.0871667
26418000,8,-8.99666,6374.74,4.15419,0.091
26420000,8,-6.73594,6382.38,1.28717,0.0755
26422000,8,-9.95442,6380.79,1.63691,0.0865
26424000,7,-7.10518,6399.38,1.84037,0.0806
26426000,7,-3.07483,6399.09,0.460571,0.08
26428000,8,-5.65246,6393.65,1.79759,0.0845
26430000,8,-7.96056,6376.58,2.5787,0.085125
26432000,8,-8.73871,6377.98,1.96635,0.0925
26434000,8,-4.55353,6381.64,0.275019,0.072
26436000,7,-7.45448,6397.76,0.987958,0.083875
26438000,7,-6.74116,6396.57,0.241044,0.0915
26440000,7,-4.10228,6395.83,0.46708,0.078
26442000,7,-8.53563,6393.98,0.550563,0.0995
26444000,7,-11.9988,6394.86,0.0335316,0.089
26446000,7,-8.87708,6388.15,0.264247,0.09
26448000,7,-6.0636,6388.77,0.977403,0.087
26450000,7,-4.14033,6395.14,0.96575,0.0835
26452000,8,-3.6941,6379.7,0.173057,0.0906111
26454000,7,-5.7227,6394.12,1.20515,0.07525
26456000,7,-7.98055,6396.15,1.51606,0.097
26458000,7,-7.75894,6393.83,0.594433,0.079
26460000,7,-3.904,6393.6,0.465042,0.083
26462000,7,-8.40144,6393.39,2.66786,0.0815
26464000,7,-6.52811,6395.78,1.00614,0.0815
26466000,7,-11.2035,6391.3,2.14157,0.074
26468000,7,-9.08169,6393.82,0.0220647,0.09
26470000,7,-9.94836,6395.66,0.265013,0.0825
26472000,7,-8.38445,6391.51,0.708321,0.0825
26474000,7,-5.79981,6394.9,0.39152,0.0915
26476000,7,-6.68288,6395.34,0.237377,0.087
26478000,8,-4.06424,6382.82,0.208279,0.0872308
26480000,8,-7.22343,6381.69,1.46306,0.088
26482000,8,-8.90997,6384.91,0.614594,0.085
26484000,8,-2.6147,6381.92,0.421088,0.0795
26486000,7,-9.95015,6398.65,2.6457,0.0821
26488000,7,-4.93192,6398.35,0.0603972,0.0825
26490000,8,-6.12729,6388.86,0.970566,0.0933333
26492000,8,-4.2062,6387.89,2.69016,0.082
26494000,7,-6.8627,6390.47,2.42182,0.0798333
26496000,8,-5.17539,6385.98,1.44311,0.0875
26498000,7,-12.2031,6400.35,0.175342,0.085
26500000,7,-12.6645,6397.16,1.29419,0.0875
26502000,8,-10.0614,6384.22,0.135863,0.0971667
26504000,7,-11.7221,6400.9,1.02612,0.092
26506000,7,-7.1091,6398.17,0.297732,0.0935
26508000,7,-5.52727,6398.31,0.543381,0.0665
26510000,7,-6.71621,6396.93,0.879542,0.08
26512000,7,-6.33161,6395.53,0.305784,0.087
26514000,8,-2.12797,6384.63,0.426101,0.09
26516000,8,-7.35562,6385.57,3.04925,0.093
26518000,8,-4.31418,6385.68,0.892444,0.096
26520000,7,-7.21623,6396.88,0.456842,0.08375
26522000,7,-9.55837,6393.64,0.661038,0.085
26524000,7,-5.50951,6393.12,0.277658,0.0835
26526000,8,-3.48593,6386.24,0.322712,0.085
26528000,7,-5.70686,6397.47,0.789628,0.0775
26530000,8,-4.10722,6385.2,0.427087,0.084
26532000,8,-2.11382,6386.36,0.0858313,0.074
26534000,8,-2.46531,6383.67,0.0918479,0.094
26536000,8,-6.6705,6384,2.18623,0.087
26538000,8,-1.53903,6384.31,0.313585,0.0895
26540000,8,-6.78541,6386.89,0.370869,0.0815
26542000,8,-6.1556,6383.48,0.528854,0.079
26544000,9,-6.39827,6380.1,0.313478,0.087
26546000,8,-10.2521,6392.92,0.162828,0.0985
26548000,7,-9.37343,6397.62,0.225081,0.082
26550000,7,-4.8425,6400.26,0.271716,0.0785
26552000,8,-8.37413,6388.6,1.05207,0.087
26554000,7,-5.68165,6401.09,1.68271,0.07375
26556000,7,-9.90079,6400.28,0.685932,0.0965
26558000,7,-11.7119,6398.94,1.14937,0.0805
26560000,7,-7.53262,6396.34,0.571651,0.088
26562000,9,-7.07347,6386.96,2.26288,0.0885
26564000,8,-7.22277,6385.67,3.49626,0.083
26566000,8,-10.2389,6390.45,1.70538,0.0875
26568000,8,-9.63743,6388.27,0.966034,0.0865
26570000,8,-5.68355,6387.28,0.166024,0.092
26572000,7,-7.41096,6402.91,1.37927,0.0888333
26574000,7,-5.53983,6402.98,0.595177,0.0755
26576000,7,-8.70806,6403.1,1.18213,0.093
26578000,7,-5.98885,6396.05,0.0834269,0.083
26580000,8,-5.88992,6392.43,0.506491,0.0888
26582000,8,-4.73555,6388.53,0.217444,0.076
26584000,8,-9.47114,6388.57,0.670439,0.0975
26586000,8,-7.18519,6392.68,0.226269,0.09
26588000,8,-7.38466,6393.53,1.52536,0.0855
26590000,7,-5.40836,6394.09,0.627725,0.081
26592000,8,-6.19458,6386.43,0.0667275,0.07825
26594000,8,-8.56867,6386.14,0.223576,0.1
26596000,7,-7.12408,6399.88,0.433131,0.0888333
26598000,8,-16.2901,6388.79,1.41483,0.087
26600000,7,-6.92854,6398.74,0.298516,0.08775
26602000,8,-8.49635,6387.88,0.352281,0.08325
26604000,8,-9.57356,6391.95,1.29952,0.092
26606000,8,-6.65735,6390.53,0.414463,0.1
26608000,8,-3.49542,6390.29,0.0859809,0.0925
26610000,8,-4.88573,6383.7,0.869228,0.0865
26612000,8,-6.46217,6388.71,0.000807924,0.089
26614000,8,-7.31935,6386.12,0.15206,0.077
26616000,7,-6.66484,6401.39,0.448805,0.083125
26618000,7,-4.32676,6403.04,0.633001,0.0905
26620000,7,-5.76535,6399.37,0.462189,0.086
26622000,7,-13.3988,6399.03,4.59043,0.0795
26624000,8,-3.70636,6389.38,1.11861,0.0863
26626000,7,-5.5908,6398.62,0.713963,0.08175
26628000,7,-8.95261,6394.38,0.0144222,0.0935
26630000,7,-7.71439,6394.28,1.3261,0.0795
26632000,7,-8.12413,6399.33,0.715825,0.0845
26634000,8,-3.53416,6384.95,1.16157,0.0907
26636000,8,-4.02976,6383.39,1.34418,0.0745
26638000,7,-9.52858,6398.68,0.24228,0.0813333
26640000,7,-10.0454,6398.95,0.448385,0.0865
26642000,8,-10.5631,6387.12,1.65655,0.0918333
26644000,8,-2.97042,6387.42,0.767689,0.088
26646000,8,-8.37445,6386.14,1.93029,0.088
26648000,8,-14.2199,6385.12,0.592315,0.0855
26650000,8,-8.5114,6387.09,0.328168,0.0935
26652000,8,-7.14346,6387.46,0.226778,0.0885
26654000,8,-4.78773,6387.03,0.577348,0.0905
26656000,8,-6.40974,6385.9,0.944375,0.092
26658000,8,-8.53579,6385.8,0.0417223,0.096
26660000,8,-10.4985,6385.1,0.500999,0.093
26662000,8,-6.20321,6385.83,0.148609,0.089
26664000,8,-6.47749,6385.05,1.51159,0.0875
26666000,7,-10.6445,6400.21,0.226126,0.0855
26668000,7,-11.8697,6400.19,2.37037,0.0845
26670000,7,-7.41521,6399.89,2.17522,0.081
26672000,7,-7.25285,6396.91,2.73019,0.08
26674000,8,-4.1131,6386.82,0.695296,0.0824
26676000,8,-4.16786,6382.11,0.100368,0.0905
26678000,8,-9.03798,6382.85,0.913593,0.091
26680000,8,-4.39717,6387.55,0.400551,0.0925
26682000,7,-7.44962,6400.92,1.39936,0.0813
26684000,7,-5.57504,6401.41,0.708527,0.0835
26686000,8,-3.6757,6384.12,0.18225,0.0823333
26688000,8,-11.229,6385.65,1.29829,0.087
26690000,7,-9.84414,6399.86,0.516632,0.0826667
26692000,7,-5.37985,6401.33,1.18112,0.0805
26694000,8,-7.37138,6385.05,1.06877,0.0825
26696000,8,-7.23707,6382,1.19991,0.0875
26698000,8,-3.67334,6385.43,0.0642669,0.085
26700000,7,-3.92603,6404.74,0.497974,0.077625
26702000,7,-4.5008,6406.03,0.18263,0.0755
26704000,7,-6.21542,6400.53,0.614317,0.085
26706000,7,-3.33435,6405.12,0.370038,0.0795
26708000,7,-9.20731,6404.66,1.56874,0.09
26710000,9,-6.95125,6389.47,2.36134,0.0865833
26712000,8,-3.82674,6385.32,0.0421099,0.081
26714000,8,-4.10347,6385.64,2.24131,0.083
26716000,7,-8.48025,6400.62,0.86554,0.077625
26718000,7,-7.13943,6401.66,0.245186,0.087
26720000,7,-5.63213,6402.69,0.740643,0.089
26722000,7,-5.83458,6403.66,0.475161,0.079
26724000,7,-4.32589,6405.89,0.0386489,0.0885
26726000,7,-8.46494,6401.49,0.14436,0.0805
26728000,7,-6.90843,6403.51,0.498315,0.0855
26730000,8,-4.97988,6401.2,0.168968,0.0835
26732000,7,-7.30983,6403.19,1.41619,0.089
26734000,8,-4.6538,6389.99,0.740331,0.0906
26736000,8,-8.42395,6386.92,4.07824,0.0825
26738000,8,-6.3005,6387.92,3.56398,0.0845
26740000,8,-5.93151,6385.6,0.983384,0.092
26742000,8,-8.20697,6391.19,0.530474,0.088
26744000,7,-4.84839,6405.23,0.242362,0.0855
26746000,8,-6.71261,6389.71,1.97628,0.084
26748000,8,-6.82682,6390.51,0.332246,0.077
26750000,8,-12.0598,6390.29,4.05444,0.0805
26752000,8,-7.76319,6392.2,0.00404563,0.0915
26754000,8,-7.10414,6389.23,0.805073,0.086
26756000,8,-8.93136,6391.49,1.86606,0.0955
26758000,7,-3.71465,6406.3,0.0333706,0.0818571
26760000,8,-5.70343,6390.31,1.15919,0.0825
26762000,8,-7.30065,6394.05,0.361204,0.0915
26764000,7,-5.72204,6405.61,0.847487,0.0833333
26766000,7,-7.27337,6400.08,0.299507,0.0895
26768000,8,-2.73314,6391.9,0.254233,0.087
26770000,8,-3.7104,6389.35,0.744823,0.0995
26772000,8,-6.66775,6388.37,0.0248833,0.091
26774000,7,-5.4852,6400.19,0.415766,0.087875
26776000,8,-8.68332,6402.81,0.318496,0.091
26778000,7,-5.50021,6402.69,1.50406,0.079
26780000,7,-6.81854,6403.29,0.312817,0.0875
26782000,9,-1.99038,6389.24,0.905056,0.0869
26784000,7,-3.6308,6405.12,0.643936,0.0805
26786000,7,-4.22683,6402.77,0.446396,0.0795
26788000,8,-3.19121,6386.66,0.209268,0.0853333
26790000,8,-5.69629,6393.7,2.23126,0.0765
26792000,8,-4.79511,6394.44,3.19061,0.093
26794000,7,-4.46327,6400.49,1.15765,0.080375
26796000,8,-6.31654,6388.84,1.79307,0.08725
26798000,8,-3.61832,6390.95,1.5394,0.0985
26800000,8,-1.16325,6390.46,0.201093,0.102
26802000,7,-2.46351,6405.38,0.274133,0.08825
26804000,8,-4.87898,6391.29,1.10224,0.0905
26806000,8,-2.2598,6388.29,0.0956109,0.0825
26808000,8,-5.96148,6389.07,1.22749,0.074
26810000,8,-3.09702,6388.33,1.03862,0.0915
26812000,8,-8.48443,6390.31,0.0473032,0.0835
26814000,8,-6.70313,6389.83,0.310025,0.0905
26816000,8,-9.19753,6390.63,1.00188,0.093
26818000,8,-9.24165,6390.21,0.700058,0.0845
26820000,8,-11.6333,6384.11,1.47092,0.077
26822000,7,-5.7247,6404.35,1.51829,0.083
26824000,8,-2.879,6390.89,0.366421,0.07725
26826000,8,-2.99435,6390.4,0.65189,0.083
26828000,8,-6.10955,6390.92,0.157093,0.087
26830000,8,-5.65612,6387.83,0.00618878,0.0885
26832000,7,-4.31042,6405.2,0.149677,0.0817
26834000,7,-3.6192,6404.93,0.0791227,0.095
26836000,7,-7.65046,6404,1.55807,0.087
26838000,8,-2.96579,6392.38,0.226833,0.089
26840000,8,-6.46842,6390.63,2.41112,0.085
26842000,8,-8.39271,6391.02,0.299929,0.0915
26844000,8,-9.12583,6391.05,0.408426,0.097
26846000,7,-5.67814,6399.16,1.08453,0.0828
26848000,7,-3.61606,6398.31,0.680285,0.0945
26850000,8,-6.00224,6387.58,0.798003,0.0843333
26852000,8,-8.31435,6387.96,0.937825,0.0875
26854000,7,-5.49262,6400.46,0.61165,0.0838333
26856000,7,-4.11639,6398.6,0.231155,0.0805
26858000,7,-2.52295,6395.9,0.62243,0.074
26860000,8,-4.70279,6385.18,0.189335,0.0875
26862000,8,-5.20752,6386.83,0.347587,0.0925
26864000,7,-7.98441,6400.47,0.767209,0.0876667
26866000,8,-2.80847,6383.75,2.60736,0.0955
26868000,7,-5.86642,6397.17,0.102949,0.0925
26870000,7,-2.72251,6393.21,0.250586,0.0925
26872000,8,-3.57578,6385.86,0.916052,0.097
26874000,7,-8.85805,6396.12,1.20776,0.08575
26876000,7,-3.84991,6395.51,0.699552,0.0715
26878000,7,-3.63358,6395.06,0.0827822,0.0855
26880000,8,-3.55622,6383.94,0.236041,0.088375
26882000,8,-6.95337,6377.82,1.67432,0.0935
26884000,7,-5.67612,6387.75,1.38839,0.0868333
26886000,7,-7.33824,6392.67,3.90422,0.087
26888000,8,-3.3129,6389.29,0.464328,0.0881667
26890000,8,-4.13305,6386.05,1.62204,0.096
26892000,8,-3.77082,6385.02,0.62956,0.093
26894000,8,-2.41429,6385.84,0.540681,0.0995
26896000,8,-1.78404,6387.37,0.0462018,0.084
26898000,8,-1.72445,6388.42,0.0295417,0.089
26900000,7,-2.56881,6391.59,0.389057,0.0870714
26902000,8,-6.51172,6389.38,0.911153,0.089
26904000,8,-2.82489,6388.51,0.0597211,0.086
26906000,7,-8.63589,6394.73,4.56837,0.0888333
26908000,8,-4.87937,6387.8,0.619764,0.09475
26910000,7,-6.7891,6402.12,3.5031,0.08075
26912000,7,-4.04167,6397.81,0.133107,0.0825
26914000,7,-5.00282,6396.7,1.13721,0.0775
26916000,8,-2.36774,6391.21,0.0714675,0.08475
26918000,8,-8.60739,6386.58,1.10332,0.0855
26920000,7,-4.70778,6397.54,0.268388,0.0836667
26922000,8,-9.1069,6391.53,0.406607,0.088
26924000,8,-12.1457,6386.93,0.432297,0.094
26926000,8,-7.00983,6384.76,0.844432,0.096
26928000,7,-11.776,6393.75,0.617066,0.083375
26930000,7,-8.07274,6394.05,1.52893,0.0835
26932000,8,-8.47427,6389.62,0.164934,0.0856667
26934000,8,-8.62431,6388.63,1.55419,0.0875
26936000,8,-8.90023,6390.65,3.24533,0.0845
26938000,7,-8.55682,6398.82,1.78285,0.080875
26940000,7,-2.9126,6397.24,0.187418,0.078
26942000,7,-4.89509,6398.1,0.0937778,0.0865
26944000,8,-4.33947,6388.77,0.553783,0.08475
26946000,8,-2.21093,6391.39,0.372245,0.08
26948000,8,-5.00898,6385.28,0.208763,0.0875
26950000,8,-15.8948,6386.61,5.24813,0.0855
26952000,8,-6.98672,6392.95,0.224033,0.0875
26954000,8,-4.52371,6392.08,0.293838,0.0915
26956000,8,-7.95484,6391.65,0.315058,0.095
26958000,8,-7.31624,6387.9,0.596112,0.0775
26960000,7,-5.35006,6397.13,0.678702,0.0841111
26962000,8,-6.9972,6393.01,0.315346,0.0855
26964000,8,-3.96175,6389.19,0.166663,0.1
26966000,8,-4.92715,6390.26,1.65005,0.0815
26968000,7,-6.0572,6394.45,0.32892,0.08575
26970000,7,-12.2017,6390.6,0.979666,0.0855
26972000,7,-10.8486,6394.1,2.48223,0.0925
26974000,7,-6.92118,6397.09,0.351038,0.08
26976000,7,-9.26069,6396.14,0.540932,0.082
26978000,7,-6.40698,6393.36,0.833325,0.09
26980000,7,-3.01218,6394.96,0.211577,0.096
26982000,8,-6.19483,6400.91,3.16325,0.09125
26984000,7,-6.93531,6395.28,0.104119,0.0865
26986000,7,-7.93877,6393.71,0.0241748,0.1005
26988000,8,-8.24197,6387.73,0.701179,0.0983333
26990000,8,-3.61204,6393.12,0.10095,0.1015
26992000,8,-6.35664,6398.18,0.00295385,0.0895
26994000,7,-8.17655,6393.4,2.6249,0.0885
26996000,7,-5.48002,6391.53,1.72221,0.084
26998000,7,-6.90912,6388.22,0.823431,0.096
27000000,7,-4.95973,6392.35,0.775965,0.096
27002000,7,-9.54475,6393.26,0.297912,0.085
27004000,8,-12.6225,6388.54,0.0645866,0.0910714
27006000,8,-6.29144,6391.78,0.28579,0.0905
27008000,8,-3.77138,6394.02,0.314436,0.0955
27010000,7,-4.23682,6399.32,0.81046,0.086375
27012000,8,-5.97963,6392.02,0.00750501,0.08975
27014000,8,-3.07244,6393.06,0.706555,0.095
27016000,8,-6.58585,6392.82,1.8391,0.0835
27018000,8,-8.16595,6392.64,1.7055,0.073
27020000,7,-3.01881,6397.15,0.106935,0.0829
27022000,7,-3.81747,6396.54,0.447171,0.079
27024000,7,-5.42698,6396.39,1.55021,0.077
27026000,8,-6.08164,6393.43,1.90691,0.087
27028000,7,-4.62753,6399.78,1.14527,0.08275
27030000,7,-1.81262,6401.41,0.0971083,0.0765
27032000,7,-5.33567,6397.14,0.768575,0.084
27034000,7,-9.10987,6393.04,0.822711,0.092
27036000,7,-9.18351,6395.47,4.02696,0.079
27038000,7,-5.57106,6400.84,0.685444,0.077
27040000,7,-3.73349,6400.4,0.695332,0.0905
27042000,7,-7.71668,6399.36,1.16554,0.089
27044000,7,-5.29555,6401.14,0.50412,0.079
27046000,7,-2.90225,6396.55,1.28347,0.0855
27048000,7,-4.18984,6393.69,0.054815,0.0755
27050000,8,-10.0859,6391.93,2.30946,0.086
27052000,8,-11.7789,6389.19,1.6801,0.0755
27054000,8,-10.4203,6390.86,1.73531,0.1015
27056000,8,-8.08829,6394.26,2.41794,0.0895
27058000,8,-5.19819,6393.86,2.04583,0.0915
27060000,8,-6.7854,6393.08,2.59619,0.081
27062000,8,-4.17112,6395.01,0.10436,0.092
27064000,8,-4.72472,6391.93,0.375812,0.096
27066000,8,-10.3953,6387.25,1.89465,0.086
27068000,8,-8.15695,6389.19,3.74629,0.0905
27070000,8,-7.24455,6387.17,1.81775,0.0855
27072000,7,-9.75482,6396.75,0.718572,0.08425
27074000,7,-6.27214,6393.43,0.667564,0.0915
27076000,7,-7.40077,6387.14,0.678493,0.0755
27078000,7,-8.44705,6393.56,1.31796,0.0965
27080000,7,-5.85155,6392.79,0.825373,0.09
27082000,8,-4.16673,6385.16,0.342592,0.09125
27084000,8,-5.45629,6390.1,4.51978,0.086
27086000,8,-1.73087,6391.09,1.13052,0.0775
27088000,8,-7.6306,6390.93,4.07188,0.0955
27090000,8,-4.2777,6391.56,0.746754,0.091
27092000,8,-4.09025,6391.64,3.11216,0.089
27094000,8,-1.15989,6392.93,0.106246,0.0915
27096000,8,-4.63494,6385.85,0.0233964,0.0965
27098000,7,-2.89735,6393.66,0.63851,0.0828889
27100000,7,-5.50529,6397.62,1.45968,0.0995
27102000,7,-2.29526,6396.95,0.0149603,0.082
27104000,7,-2.42699,6398.92,0.173067,0.0845
27106000,7,-7.88997,6392.05,2.89112,0.085
27108000,7,-5.07768,6396.59,0.539586,0.0945
27110000,7,-5.01414,6400.36,0.12095,0.08
27112000,7,-7.0827,6399.23,2.23633,0.0735
27114000,7,-9.48687,6397.84,1.12059,0.0775
27116000,7,-5.82832,6399.67,0.612698,0.0765
27118000,7,-3.52696,6398.91,0.765301,0.088
27120000,7,-2.7603,6399.51,0.294249,0.078
27122000,7,-5.19862,6400.08,0.710168,0.0795
27124000,7,-3.18416,6401.27,0.20089,0.088
27126000,7,-3.46088,6401.47,0.110177,0.08
27128000,7,-4.89399,6395.7,1.42753,0.085
27130000,8,-9.36287,6377.75,1.26769,0.0879412
27132000,8,-5.65847,6379.98,1.1294,0.086
27134000,7,-4.30853,6395.43,0.493402,0.0845
27136000,8,-12.4982,6384.04,2.23681,0.081
27138000,8,-6.93878,6385.24,1.21248,0.0865
27140000,7,-7.78857,6394.44,0.0984489,0.0785
27142000,7,-7.77174,6395.76,0.200185,0.087
27144000,7,-7.70884,6397.56,3.31871,0.078
27146000,7,-2.97717,6396.94,0.10337,0.087
27148000,7,-7.83138,6395.14,2.014,0.0915
27150000,7,-4.08439,6395.75,0.084956,0.088
27152000,7,-3.62395,6394.7,0.210851,0.1025
27154000,7,-6.20789,6397.13,0.493997,0.0845
27156000,7,-6.23076,6393.52,0.247157,0.0835
27158000,7,-8.38861,6392.7,0.929933,0.0755
27160000,7,-7.67327,6394.58,0.512899,0.08
27162000,7,-7.82643,6396.67,1.22535,0.0775
27164000,7,-5.8168,6395.45,0.0796999,0.0775
27166000,7,-9.03692,6395.77,0.862829,0.094
27168000,7,-8.12946,6392.96,2.07352,0.072
27170000,7,-7.99139,6399.49,0.0592016,0.0895
27172000,7,-5.11004,6397.96,0.381101,0.097
27174000,7,-3.59883,6397.6,0.199145,0.0695
27176000,7,-8.31256,6396.41,0.297209,0.0745
27178000,7,-10.4003,6400.6,1.03256,0.0845
27180000,7,-6.76426,6398.97,0.955926,0.083
27182000,7,-15.3391,6400.18,1.89816,0.0825
27184000,8,-15.3708,6390.72,0.423731,0.0886522
27186000,8,-9.79552,6394.6,0.307608,0.083
27188000,8,-11.9699,6394.92,0.71898,0.0895
27190000,8,-13.8394,6394,4.50084,0.086
27192000,7,-7.853,6397.8,0.525381,0.0842
27194000,7,-6.45934,6399.03,0.140148,0.0725
27196000,7,-9.74523,6399.61,0.455662,0.084
27198000,7,-7.85614,6398.24,2.1616,0.081
27200000,8,-2.6994,6391.43,0.497934,0.0826
27202000,7,-7.85329,6393.71,2.98901,0.0855
27204000,7,-7.92603,6390.78,4.3171,0.0875
27206000,8,-4.2299,6399.78,3.02718,0.0881667
27208000,8,-3.66384,6394.41,0.108019,0.0865
27210000,7,-7.28533,6399.49,0.725065,0.0831667
27212000,7,-7.76523,6398.11,0.772773,0.086
27214000,8,-6.36719,6397.13,0.309754,0.0896667
27216000,7,-8.21028,6396.09,0.617632,0.08825
27218000,8,-6.61106,6394.98,0.279409,0.09275
27220000,8,-9.78929,6393.88,4.39192,0.0905
27222000,8,-6.53603,6394.53,1.73026,0.097
27224000,7,-7.86211,6397.92,1.54463,0.0825
27226000,7,-9.25749,6392.44,3.23818,0.093
27228000,7,-6.96673,6393.17,0.0073112,0.084
27230000,7,-9.70146,6398.41,0.951835,0.084
27232000,8,-10.3829,6394.94,5.33067,0.0877
27234000,7,-7.13433,6397.45,0.702932,0.095
27236000,7,-7.69384,6398.38,0.714513,0.086
27238000,7,-10.7636,6395.78,0.85923,0.0885
27240000,7,-7.24051,6394.76,0.304403,0.0915
27242000,8,-10.3718,6393.97,1.48484,0.093
27244000,8,-10.5086,6395.38,0.442168,0.091
27246000,8,-6.52697,6393.52,0.621612,0.073
27248000,8,-4.33285,6394.4,2.24953,0.0845
27250000,8,-4.15748,6395.54,0.446813,0.0965
27252000,8,-5.23974,6394.15,0.144707,0.0785
27254000,8,-6.68137,6398.04,0.566111,0.092
27256000,7,-2.78185,6392.75,1.06092,0.0829375
27258000,8,-3.92429,6393.57,0.845997,0.0875
27260000,7,-11.7171,6391.72,4.84693,0.09125
27262000,7,-10.6847,6395.11,1.69942,0.084
27264000,8,-7.38002,6394.59,0.826317,0.0945
27266000,8,-9.36528,6391.73,1.82664,0.0925
27268000,8,-7.99354,6392.73,2.46505,0.082
27270000,8,-6.28409,6394.17,0.352799,0.088
27272000,8,-7.30834,6394.48,1.87801,0.09
27274000,7,-4.61014,6403.46,0.736774,0.0864167
27276000,7,-3.94435,6400.72,0.0559055,0.079
27278000,8,-5.03648,6392.21,0.0562602,0.0825
27280000,7,-6.95863,6402.36,0.0153557,0.088
27282000,8,-11.8006,6397.56,2.41039,0.08925
27284000,8,-10.293,6390.03,1.90423,0.0955
27286000,8,-7.48379,6393.07,1.61246,0.09
27288000,7,-6.81626,6403.04,0.258356,0.084625
27290000,7,-7.64169,6400.95,0.218404,0.0915
27292000,7,-10.8356,6398.08,1.06977,0.072
27294000,7,-15.1252,6404.07,0.297891,0.085
27296000,7,-6.34356,6405.87,0.429166,0.072
27298000,8,-4.16509,6396.01,0.370204,0.0849167
27300000,7,-4.89842,6400.45,1.04139,0.08375
27302000,8,-9.11153,6391.96,1.07914,0.09275
27304000,8,-7.6133,6397.39,0.201287,0.0875
27306000,8,-7.88327,6392.34,0.0966791,0.0765
27308000,8,-8.4126,6398.93,0.349411,0.077
27310000,8,-9.89316,6401.17,0.787292,0.0955
27312000,7,-7.21643,6403.25,0.417595,0.083
27314000,8,-12.0596,6394.12,1.63711,0.07875
27316000,7,-6.82149,6406.47,1.18231,0.084
27318000,7,-10.5995,6406.61,0.0922344,0.0745
27320000,7,-15.6191,6402.93,1.23826,0.0915
27322000,7,-12.9081,6403.31,0.991285,0.0885
27324000,8,-8.46403,6397.36,0.0230155,0.0849
27326000,8,-7.65412,6400.8,0.0160645,0.0795
27328000,8,-8.20269,6398.77,2.57482,0.081
27330000,8,-9.26013,6395.44,0.090397,0.089
27332000,7,-5.88217,6409.45,0.17946,0.0788
27334000,7,-7.96665,6413.82,2.16232,0.088
27336000,7,-12.8432,6408.59,2.70409,0.0845
27338000,8,-7.2868,6400.48,2.97055,0.08475
27340000,8,-9.28522,6396.31,2.27987,0.079
27342000,8,-7.72868,6396.94,0.631578,0.097
27344000,8,-17.9796,6397.07,2.24185,0.086
27346000,7,-9.2798,6412.52,0.733132,0.0827
27348000,8,-8.19656,6398.13,0.151588,0.0895
27350000,8,-7.55817,6397.18,1.67477,0.0805
27352000,8,-5.9017,6396.71,0.0337746,0.0825
27354000,7,-9.87583,6409.49,1.71695,0.08325
27356000,7,-9.55749,6410.08,0.332487,0.0825
27358000,7,-8.94296,6412.28,1.33618,0.0935
27360000,7,-9.2056,6410.89,0.523573,0.0875
27362000,7,-6.20481,6408.49,0.915308,0.0835
27364000,7,-7.98367,6407.68,0.86326,0.0975
27366000,7,-8.82324,6407.63,0.502655,0.0715
27368000,8,-5.36855,6397.41,0.143494,0.092125
27370000,8,-1.49517,6394.67,0.371275,0.088
27372000,8,-3.77081,6395.96,1.20177,0.0915
27374000,8,-8.09393,6395.43,0.685249,0.092
27376000,7,-6.39762,6406.73,0.442502,0.082
27378000,7,-7.16827,6406.73,1.71029,0.0715
27380000,7,-5.39601,6406.71,0.774843,0.0755
27382000,7,-4.01529,6402.11,0.494356,0.0805
27384000,7,-9.82983,6404.56,3.78031,0.0965
27386000,7,-6.1549,6402.64,0.49007,0.072
27388000,8,-5.30819,6390.95,1.83309,0.0840714
27390000,8,-7.79068,6390.13,3.08207,0.087
27392000,8,-8.40935,6387.04,1.33827,0.0805
27394000,8,-8.92771,6386.6,2.43304,0.0875
27396000,8,-11.233,6383.65,0.917255,0.0905
27398000,7,-7.87389,6401.9,1.31917,0.0830833
27400000,8,-8.11396,6391.72,0.562011,0.09
27402000,8,-7.2819,6389.05,0.201492,0.0795
27404000,7,-8.97383,6407.89,3.70981,0.0845
27406000,7,-3.40935,6405.11,0.736266,0.087
27408000,7,-7.06206,6407.94,0.369988,0.092
27410000,7,-3.69093,6406.19,0.214126,0.0835
27412000,7,-3.56813,6408.23,0.35152,0.0935
27414000,7,-3.2861,6409.3,0.162463,0.0875
27416000,7,-2.86815,6408.18,0.301392,0.0765
27418000,7,-4.99895,6408.95,1.68406,0.0795
27420000,7,-2.9857,6407.57,0.242984,0.0785
27422000,8,-3.44359,6392.8,0.0741051,0.0904
27424000,8,-4.8509,6395.6,0.310663,0.0745
27426000,8,-5.80932,6396.75,1.00795,0.082
27428000,8,-5.79759,6396.29,2.71471,0.086
27430000,8,-8.45107,6397.14,3.19989,0.085
