"tree.rep" "index" "r" "epsilon" "lnLik.part" "tip"
931 377 0.270895957946777 0.53477373123169 -4.19860371901161 "y"
931 224 0.253517925739288 0.529324948787689 -6.26009503695553 "y"
930 63 0.407352412305773 0.623354573734105 -5.84811380245691 "y"
930 377 0.295562934875488 0.573700428009034 -4.19860372350818 "y"
930 224 0.236519025918096 0.518094623554498 -6.26009504836354 "y"
929 63 0.414191627502441 0.611136722564698 -5.84811415890712 "y"
929 377 0.290136992931366 0.527630364894867 -4.19860371707858 "y"
929 224 0.219777970062569 0.529669565102086 -6.26009503015312 "y"
928 377 0.288524353504181 0.535347998142243 -4.19860370733272 "y"
928 224 0.206521230045473 0.583281300711679 -6.26009512648384 "y"
928 299 0.224623251333833 0.562198532745242 -6.30578849883532 "y"
927 224 0.21270170211792 0.554880619049072 -6.26009521759336 "y"
926 63 0.426692962646485 0.576504135131837 -5.84811406907195 "y"
926 224 0.223336185887456 0.554375153407455 -6.26009542523188 "y"
925 224 0.218791046726983 0.523868240753655 -6.26009515059188 "y"
924 224 0.192211468145251 0.589397183433175 -6.26009545272098 "y"
923 355 0.19421704672277 0.53330112285912 -6.20125440044462 "y"
923 299 0.199356842041016 0.578905487060547 -6.30578835559354 "y"
923 224 0.196185302734375 0.594219970703125 -6.26009510628024 "y"
922 63 0.454957133531571 0.594470494985581 -5.84811396493577 "y"
922 224 0.212799215316773 0.554890871047974 -6.26009512174842 "y"
921 299 0.232310527469963 0.545538589078933 -6.3057889501106 "y"
921 63 0.452530670166016 0.597057342529298 -5.84811385533608 "y"
921 224 0.222179907560349 0.53717742562294 -6.26009513956556 "y"
920 231 0.150152203440666 0.562380139529705 -4.79546814850511 "y"
920 224 0.247678157920018 0.50852562407963 -6.26009509053814 "y"
920 299 0.257602322846651 0.525999476760626 -6.30578878380879 "y"
919 377 0.267146301269531 0.569548797607422 -4.19860369911035 "y"
919 224 0.221886062249541 0.566433106735349 -6.26009504277667 "y"
919 299 0.300389194488526 0.624406719207764 -6.30578837699516 "y"
918 377 0.272780877351761 0.567288830876351 -4.19860369707779 "y"
918 224 0.223441371135414 0.553930815495551 -6.26009515968274 "y"
918 299 0.337928650900722 0.58005741275847 -6.30578898084821 "y"
917 63 0.42196478843689 0.583100295066834 -5.84811386551811 "y"
917 355 0.198106604814529 0.587056440114975 -6.20125446766246 "y"
917 224 0.193884105980396 0.589096532762051 -6.26009527465104 "y"
917 299 0.29827356338501 0.620525646209718 -6.30578873399268 "y"
916 224 0.192736682854593 0.534889860637486 -6.26009505389829 "y"
916 355 0.200656127929688 0.563394165039063 -6.20125454705466 "y"
916 299 0.298882707953453 0.617351725697518 -6.30578859055533 "y"
915 355 0.195158386230469 0.598023986816407 -6.20125439835248 "y"
915 377 0.255784117337316 0.486114812362939 -4.19860371472699 "y"
915 224 0.193064374662936 0.542021602205932 -6.26009515682924 "y"
915 299 0.285049156844616 0.565172122418881 -6.30578910492652 "y"
914 377 0.22093688249588 0.534427392482758 -4.19860406732438 "y"
914 63 0.398788245860487 0.632943377923221 -5.8481140509162 "y"
914 355 0.190785106271505 0.547634995728731 -6.20125454808802 "y"
914 224 0.195383532578126 0.592352435691282 -6.26009506457652 "y"
914 299 0.264254766702652 0.559782141447067 -6.30578841549736 "y"
913 355 0.195599842071533 0.558676052093506 -6.20125441369371 "y"
913 231 0.14874267578125 0.55631103515625 -4.79546821382062 "y"
913 224 0.195749592781067 0.595091032981873 -6.26009503330744 "y"
913 299 0.238185067195445 0.535554511006922 -6.30578837464319 "y"
912 231 0.20718390122056 0.583379148691893 -4.79546818001573 "y"
912 224 0.220139425713569 0.519403817411512 -6.26009518672484 "y"
912 299 0.241493009030819 0.522278566658497 -6.30578841326164 "y"
911 355 0.188459157943726 0.551630067825318 -6.20125448478799 "y"
911 231 0.192620277404785 0.547840690612793 -4.79546821330567 "y"
911 224 0.206048272550106 0.573747701942921 -6.26009502971218 "y"
911 299 0.272662162780762 0.555589771270752 -6.30578846783861 "y"
910 355 0.180078125 0.5966796875 -6.20125441644181 "y"
910 224 0.217975315405056 0.51292354897596 -6.26009516319319 "y"
910 299 0.264254766702652 0.559782141447067 -6.30578856947054 "y"
909 63 0.452982783317566 0.562552058696748 -5.84811397924667 "y"
909 355 0.177616189420223 0.55720776990056 -6.20125447427143 "y"
909 231 0.193627021159045 0.550414124340751 -4.79546814729961 "y"
909 224 0.209458377305418 0.571696631144733 -6.26009503089014 "y"
909 299 0.240369915962219 0.540139746665955 -6.3057883585527 "y"
908 355 0.174323081970215 0.530893421173096 -6.2012544634621 "y"
908 258 0.143693819548935 0.532437993306667 -5.83230311346466 "y"
908 63 0.438402605056763 0.600750088691712 -5.84811426983681 "y"
908 231 0.19559561163187 0.553944317996502 -4.79546855757238 "y"
908 224 0.203739416226745 0.580738209560514 -6.26009518171179 "y"
908 299 0.237823517434299 0.513223961926997 -6.30578837583405 "y"
907 355 0.177134704589844 0.543720245361328 -6.20125662097775 "y"
907 231 0.200765768392012 0.549519485840574 -4.79546815108418 "y"
907 224 0.208656310476363 0.57847027014941 -6.26009503861804 "y"
907 299 0.23495466792956 0.527332317363471 -6.30578835521155 "y"
906 299 0.197661245893687 0.577372330520302 -6.305788537891 "y"
906 231 0.201699802652001 0.574570326134563 -4.79546816941926 "y"
906 224 0.207858866266906 0.579920517839492 -6.26009523813406 "y"
905 231 0.178434753417969 0.572821807861328 -4.79546815749372 "y"
905 299 0.206115719259833 0.547999154552235 -6.30578844012028 "y"
905 258 0.173726415634155 0.540470051765442 -5.83230324720485 "y"
905 224 0.197874641418457 0.578749656677246 -6.26009504057672 "y"
904 231 0.177223509550095 0.548467889428139 -4.79546817030373 "y"
904 299 0.197426247596741 0.581636500358582 -6.30578835675577 "y"
904 258 0.169156646728516 0.557888412475586 -5.83230317414631 "y"
904 224 0.192287460248917 0.596091040316969 -6.26009505176784 "y"
903 231 0.188244640827179 0.523842173814774 -4.79546825405191 "y"
903 299 0.195796585083008 0.617650985717774 -6.30578837715 "y"
903 224 0.197670030593872 0.581662130355835 -6.26009511645468 "y"
902 231 0.175616073608398 0.563884162902832 -4.79546822799387 "y"
902 258 0.170128985494375 0.513114217296243 -5.83230312942771 "y"
902 224 0.203125822544098 0.552406871318817 -6.26009513293939 "y"
902 299 0.231950759887695 0.543789291381836 -6.30578836096509 "y"
901 231 0.175339198112488 0.569715750217438 -4.79546814756085 "y"
901 224 0.202894511492923 0.560520971333608 -6.26009503015588 "y"
901 299 0.242877429677174 0.57511653364636 -6.30578847466894 "y"
900 224 0.197830256819725 0.558669784665108 -6.26009513108523 "y"
900 299 0.320312982052565 0.609793225675822 -6.30578991125243 "y"
899 63 0.403078964818269 0.636116392817349 -5.84811381262125 "y"
899 224 0.198229661583901 0.558947607874871 -6.26009511617395 "y"
899 299 0.312065995513695 0.608441243966809 -6.30578861195999 "y"
898 231 0.192929943650961 0.559405244141817 -4.79546844495051 "y"
898 224 0.192764806747437 0.534108781814575 -6.26009502961705 "y"
898 299 0.319894071586896 0.579498085507658 -6.30578849503319 "y"
897 139 0.175944519042969 0.521457672119141 -4.92195706098181 "y"
897 231 0.194325724244118 0.546793386340142 -4.79546815893146 "y"
897 224 0.192056274414063 0.507174682617188 -6.26009504478051 "y"
897 299 0.322432632232085 0.573897649301216 -6.30578840680733 "y"
896 231 0.179433164000511 0.576747037470341 -4.79546818962612 "y"
896 224 0.190786778926849 0.534527122974396 -6.26009503281244 "y"
896 299 0.339979994297028 0.607712733745575 -6.30579111121804 "y"
895 63 0.4425940990448 0.595040392875672 -5.84811399891929 "y"
895 231 0.191924285888672 0.537210845947266 -4.79546820790517 "y"
895 224 0.196185302734375 0.594219970703125 -6.26009505792254 "y"
895 299 0.339979994297028 0.607712733745575 -6.30579104733446 "y"
894 224 0.187623631302267 0.526865900168195 -6.26009506268916 "y"
894 299 0.327108028903604 0.601392148062587 -6.30578842920811 "y"
893 63 0.436322021484375 0.606283569335938 -5.8481139372887 "y"
893 231 0.178296661376953 0.572465133666992 -4.79546817489083 "y"
893 224 0.194585685338825 0.536397066432983 -6.26009502932707 "y"
893 299 0.32573813199997 0.55528484582901 -6.3057887172949 "y"
892 63 0.429213714599609 0.627679061889649 -5.84811612891105 "y"
892 231 0.188818496465683 0.522039613127709 -4.79546815654147 "y"
892 224 0.187137871235609 0.544712955877185 -6.26009510676591 "y"
892 299 0.373247294127941 0.567455209791661 -6.30578915783998 "y"
891 231 0.191924285888672 0.537210845947266 -4.7954681706414 "y"
891 224 0.179515743255615 0.54460072517395 -6.2600950293925 "y"
891 299 0.30966724967584 0.577227130997927 -6.30578838898692 "y"
890 231 0.162872529029846 0.556493723392487 -4.79546818875716 "y"
890 377 0.255193139007315 0.488126532407478 -4.1986038081715 "y"
890 224 0.181647677719593 0.52918019220233 -6.2600950307381 "y"
890 299 0.302438879013062 0.529223799705506 -6.30578835827877 "y"
889 63 0.382181618176401 0.582188795693219 -5.84811440399286 "y"
889 224 0.193745362758637 0.538637554645538 -6.26009509184176 "y"
889 299 0.321402525901794 0.614055752754212 -6.30578839539968 "y"
888 231 0.177792721986771 0.55769804418087 -4.79546815898549 "y"
888 63 0.407193756103516 0.589134979248048 -5.84811396411966 "y"
888 377 0.255039124190807 0.547074784338475 -4.19860370766577 "y"
888 224 0.193943786621094 0.484590148925781 -6.260095049898 "y"
888 299 0.318420347664505 0.589450884144754 -6.30578837637152 "y"
887 63 0.41421012878418 0.611138725280762 -5.84811438259222 "y"
887 377 0.267469787597656 0.56878890991211 -4.1986054464448 "y"
887 224 0.192064714431763 0.598994588851929 -6.26009503369613 "y"
887 299 0.336363536096178 0.588269288023003 -6.30578868757583 "y"
886 377 0.288565027713776 0.574283134937287 -4.19860370479504 "y"
886 231 0.190818011760712 0.544307863712311 -4.79546815633586 "y"
886 224 0.199454522132874 0.58184974193573 -6.26009503206033 "y"
886 299 0.304093760251999 0.572667315602303 -6.30578840577207 "y"
885 377 0.256200075149536 0.547083044052124 -4.19860371368259 "y"
885 231 0.202799701690674 0.547727108001709 -4.79546819127447 "y"
885 224 0.198134732246399 0.556184363365174 -6.26009519640728 "y"
885 299 0.273764753341675 0.547049069404602 -6.30578835566864 "y"
884 377 0.28661003112793 0.538015365600586 -4.19860372514523 "y"
884 224 0.190694236755371 0.520730781555176 -6.26009543803228 "y"
884 231 0.186446237564087 0.535948586463928 -4.79546817231155 "y"
884 299 0.293458366394043 0.556468486785889 -6.30578856685215 "y"
883 377 0.271919925510883 0.520679233968258 -4.19860375814908 "y"
883 231 0.172336912155151 0.567223954200745 -4.79546816324799 "y"
883 224 0.187541980668902 0.528218152932823 -6.26009503634008 "y"
883 299 0.28465821146965 0.54217318892479 -6.30578846683997 "y"
882 355 0.186635878682137 0.556767638027668 -6.20125456643124 "y"
882 231 0.192620367929339 0.535273233428598 -4.79546819957187 "y"
882 377 0.26787109375 0.52080078125 -4.19860393035581 "y"
882 224 0.198617036640644 0.554859159886837 -6.26009507612176 "y"
882 299 0.337673005415127 0.605955938855187 -6.30578862487227 "y"
881 377 0.302756037283689 0.62764208605513 -4.1986037306595 "y"
881 231 0.187926907651126 0.525436659436673 -4.79546814731529 "y"
881 224 0.204065165482462 0.576834450848401 -6.2600950330701 "y"
881 299 0.276423466205597 0.54761717915535 -6.30578863634283 "y"
880 231 0.171633148193359 0.541652297973633 -4.79546816436173 "y"
880 377 0.333064605295658 0.5632295653224 -4.19860380719226 "y"
880 224 0.193909120792523 0.535547766042873 -6.26009510759315 "y"
880 299 0.274269104003906 0.556607818603516 -6.30578856499432 "y"
879 377 0.27051568031311 0.587554001808167 -4.19860376118571 "y"
879 231 0.177297449111939 0.540235781669617 -4.79546815275477 "y"
879 224 0.19419576600194 0.532759996503592 -6.2600952503673 "y"
879 299 0.277734375 0.5412109375 -6.30579077148498 "y"
878 231 0.190523990266956 0.580162757332437 -4.79546815007534 "y"
878 377 0.257043554633856 0.521616048365831 -4.19860372829173 "y"
878 224 0.192650890350342 0.587228488922119 -6.26009535735814 "y"
878 299 0.28444619178772 0.580249834060669 -6.30579017643652 "y"
877 355 0.190535736083984 0.551355743408203 -6.20125451693057 "y"
877 231 0.192805932834744 0.533825054392219 -4.79546821032234 "y"
877 377 0.260376691818237 0.585469174385071 -4.19860371333783 "y"
877 224 0.203634643554688 0.583267211914063 -6.2600953664012 "y"
877 299 0.298518562316895 0.532287311553955 -6.30578841875051 "y"
876 231 0.17357497215271 0.574092221260071 -4.79546814994381 "y"
876 377 0.283815425634384 0.572517222166062 -4.19860369367274 "y"
876 224 0.192251999117434 0.596981429867447 -6.26009507016818 "y"
876 299 0.325038523972035 0.568486534059048 -6.30578841098119 "y"
875 355 0.177169799804688 0.605537414550781 -6.20125438994658 "y"
875 377 0.270750856399536 0.581220936775208 -4.19860369401542 "y"
875 224 0.192242723703384 0.587506693601608 -6.2600950863277 "y"
875 299 0.285951103270054 0.537208111584187 -6.30578865404817 "y"
874 355 0.18694748878479 0.545032525062561 -6.20125441209915 "y"
874 377 0.302617165073753 0.622203447297216 -4.19860369506772 "y"
874 224 0.202871000766754 0.584210765361786 -6.26009508908005 "y"
874 299 0.252411651611328 0.536421966552735 -6.30578865020262 "y"
873 355 0.191176879405975 0.538299810886383 -6.20125443438921 "y"
