"i","lambda0","lambda1","mu0","mu1","q01","q10","p"
929,0.104973189221191,0.172040531103629,0.00137454434411539,0.0262361220063087,0.000414327209456811,0.00473247735560352,-1602.89828603392
930,0.103768490319947,0.18911408672556,0.000455608179247168,0.0636151018901917,0.000350419521050719,0.00370204168559916,-1604.69403366374
931,0.107053474154171,0.173123137457485,0.00247811383683888,0.0430924228676646,0.000323495548685109,0.01042132031145,-1605.00008122209
932,0.108808889662531,0.198385767532501,0.00436231447872716,0.0204784021984505,0.000325380864276595,0.00758949787843289,-1606.80087892696
933,0.109361658661522,0.193928894647069,0.00505404257237423,0.0484037673980561,0.000420326290600926,0.00354120490886743,-1605.26758356363
934,0.108830471176613,0.181017038147392,0.00528850273232192,0.0428830418398534,0.000210457821742352,0.00585555291025607,-1604.50462040457
935,0.108959445513595,0.181622919715605,0.00655105586241154,0.0386466206105454,0.000222076901904477,0.00540803384576678,-1604.30840645045
936,0.108788535861597,0.170503063703425,0.00402202111886769,0.0402619773824399,0.000320215201649468,0.00617436269787807,-1604.27712727289
937,0.104887720362362,0.173124552218252,0.00558585991456504,0.0146511018620281,0.000261916613482819,0.00229856686381702,-1605.02875896552
938,0.110733342953571,0.152287303572136,0.00974805424215965,0.00178565187772646,0.000159277827407996,0.00556546255103541,-1603.12075623691
939,0.111740851694916,0.130984079734939,0.00613647480401028,0.000537960818484521,8.57135308294114e-05,0.00837622202555518,-1606.49090148132
940,0.107617951773394,0.167735209144258,0.00453706366373579,0.031632002677614,0.000668391319978536,0.00776819685922776,-1604.85045433969
941,0.107108766593505,0.167584719677283,0.0031146261206815,0.00712215957971868,0.000395565647585065,0.00395280976234776,-1603.30621786502
942,0.106130362522246,0.136861946549015,0.0039411267397342,0.00957883472303072,0.000322459625008271,0.0097298849230783,-1604.05422124737
943,0.104879969241805,0.135468028087532,0.00306182301754224,0.0125174645128596,0.000364164495413918,0.00567887127435309,-1603.94054241552
944,0.108776060669299,0.142713323346853,0.00465730274057089,0.00250475498182611,0.000128559264161173,0.00732572865740943,-1603.3950748466
945,0.110211746593213,0.152885059928621,0.00679316761450436,0.00785494684763337,0.000214252196851298,0.00802659977913159,-1602.95768466361
946,0.108294887591527,0.152972126929147,0.0052858150591037,0.00729576788243603,0.000318239177431947,0.00728300236110198,-1602.31136285746
947,0.106338467786222,0.151642911449239,0.00129033762493009,0.00298487074334474,0.000381571584517732,0.00775844146963477,-1601.86011602703
948,0.107604422863612,0.146235930956803,0.00446554693250043,0.00202047684606133,0.00065498708996268,0.0148102245333451,-1605.16741198272
949,0.105853569261368,0.14217770265516,0.00397964626189375,0.0092544366877589,0.000349482310036268,0.0120946763383519,-1604.03334848702
950,0.108111284159777,0.176211914150749,0.00294278877155042,0.0476926668418108,0.000297710678062428,0.00277109381548251,-1604.96941876406
951,0.103994409419886,0.2043657843417,0.00156492968336039,0.055741825389767,0.000484359965349318,0.017226359166089,-1607.77243491781
952,0.100843555780604,0.21447585512875,0.00267813595796278,0.0698910052678234,0.000588937543243986,0.00855375116261544,-1608.08600678734
953,0.107504438785603,0.206775673302938,0.00316850331013551,0.0607691182328667,0.000503681328008372,0.00882197268722291,-1605.98639471305
954,0.107974807562474,0.202409566897207,0.00605025965466297,0.0444854411766026,0.000376750625581035,0.00926973803478732,-1605.88978467444
955,0.108423498341105,0.189014607931865,0.00701000180880145,0.0385767426647404,0.000348673581606553,0.0117154853159928,-1605.42070960041
956,0.108636767085281,0.175575282564027,0.00699748359643536,0.0324525485066444,0.000551938088243093,0.0107098284140335,-1605.22456309966
957,0.11103696284973,0.168166940230523,0.00854022863833249,0.0171887974422866,0.000419115180897303,0.00843148931500803,-1603.93672241812
958,0.111936966367759,0.154471489696119,0.00880440598877536,0.0089254806346694,0.000592853498020339,0.00215947438385213,-1605.57251701985
959,0.103532554730753,0.144016459083205,0.0095967278290198,0.00393709484397767,0.000277774722915539,0.0109072294478368,-1607.11614090206
960,0.116404507034041,0.144258670068611,0.0144098559307801,0.00359343039260429,0.000442841907822834,0.00710969591430409,-1604.35586327402
961,0.114469957636715,0.13800391298359,0.0111951637658822,0.00345210692109255,0.000347949313368246,0.00390013456577954,-1604.088635795
962,0.114749609111834,0.120318796282124,0.0161485283646747,0.00982996927776869,0.000304842286347454,0.00621292612822528,-1608.98001363317
963,0.113588450320917,0.157087130187717,0.00746551348320979,0.0186849687765966,0.000312502937161243,0.00856140659800824,-1604.79462131273
964,0.106299738758102,0.155530960285191,0.00318945040317924,0.0127315216123879,0.000287560171240753,0.00618520815253345,-1602.17415603194
965,0.107402937764679,0.143783230842651,0.000620691683187954,0.00541748384378128,0.000244967226337406,0.00534616378494498,-1602.46283370844
966,0.107581230269867,0.147612036946784,0.00039160831523131,0.00635681597739184,0.000412531632177314,0.00463905184431118,-1602.63655559728
967,0.0999254187754446,0.146729154704389,0.000421332339877097,0.00238117902954018,0.000445888632345126,0.00842129808795664,-1602.91959218907
968,0.100319649509281,0.141213533523421,0.000159269858457994,0.00415577052042088,0.00027266800793572,0.00621178254261638,-1602.42363816623
969,0.100940177640358,0.140895503467728,9.25017333740922e-05,0.0100900182325376,0.000618539551076878,0.0043559369484322,-1603.98952637698
970,0.106606487872903,0.14928193465499,0.00131791247602429,0.00438405448244716,0.000332441577679086,0.00690541748955707,-1601.80443490542
971,0.10243668169184,0.156560042975056,0.000560922419399862,0.00366405216221917,0.000591779009773117,0.00726044317723153,-1603.01418816385
972,0.107746458182529,0.145144899286023,0.00186107136669613,0.00190853320809008,0.000328837621893493,0.00683162430911412,-1602.03472902195
973,0.103821446261824,0.142029065301692,0.00104416030026039,0.0017574618987676,0.000312543390142545,0.00835918675712465,-1601.73532898305
974,0.106232294436419,0.134927372413406,0.0042439090364974,0.00317033237735434,0.000486324995945246,0.00926117634095513,-1603.64389647483
975,0.108397380164554,0.153910004822721,0.0093695265459067,0.0287921852297087,0.000399286318867586,0.0154222362801556,-1607.88645161592
976,0.115572304859366,0.16872384594106,0.0150890729493035,0.0171014514369595,0.000421957668867,0.00486766232742243,-1605.05125798695
977,0.112871814405019,0.164723525331385,0.0120671938202849,0.00589105462416319,0.00024031831995966,0.00812661755025077,-1603.79636516253
978,0.115512766743109,0.136335506509174,0.0105701231094624,0.0128337953733572,0.000340696610948353,0.00667394134155185,-1606.03622689145
979,0.109733044739788,0.159343796425854,0.00378103330533531,0.0254601028125968,0.000416564018250328,0.00566909980556204,-1603.91178794519
980,0.105230362449188,0.161897780870808,0.00589611567795132,0.0332230353567932,0.000475394104789822,0.00452985720118865,-1604.86875120727
981,0.108530993332667,0.170715910852754,0.00361945937596029,0.029981868182101,0.000510024834176059,0.0103145996295576,-1604.59284290765
982,0.10546972608468,0.16295626020341,0.00405166008771717,0.00995270106670377,0.00044460739396839,0.0134901048965093,-1603.99140362868
983,0.107629426611244,0.162290318918384,0.00452063031502665,0.00616343391869019,0.000394392887419702,0.0103150349934509,-1603.03089171326
984,0.109730274790751,0.140531240285476,0.00506636673954164,0.0104907310617598,0.00042413464965963,0.0104744567696314,-1604.54699758897
985,0.108650398426995,0.165977257799798,0.00918758793094854,0.00916074450507093,0.000175744167183769,0.00993643770807297,-1604.16514308115
986,0.110054447850468,0.154379402886827,0.00805613967134696,2.81308105157215e-05,0.000301381075244494,0.00755835706248919,-1602.47395931883
987,0.109539397869151,0.14605341836235,0.000416941085685087,0.00391540844946706,0.000283380499538,0.00833836662964294,-1603.76252423313
988,0.105998315463003,0.149058580853652,0.0034975354983402,0.00290079390625976,0.000198680205538787,0.0123819102999173,-1603.09157961759
989,0.104999887760669,0.14785070348734,0.00683843427812408,0.00205104615935269,0.000255414674095784,0.00885360905410686,-1603.34489036705
990,0.109232454275913,0.150531440479681,0.00677271673556531,0.00521875811949481,0.000263445012129305,0.0112195132108429,-1603.17154323813
991,0.112496271395812,0.164818062937229,0.0120878915295629,0.013313830353381,0.000301409516724951,0.00993794739385237,-1604.14120282268
992,0.114347859320338,0.175134595766453,0.0116808467781355,0.0119937801866517,0.000249622471008897,0.00362270989273835,-1605.29053219274
993,0.112044002465198,0.172013108112613,0.0122298327673305,0.0148008269230094,0.000335634918989947,0.0144355943285811,-1605.61643639811
994,0.112911633297816,0.157999077851303,0.0114656763466036,0.0075542652276881,0.00050237131527323,0.00254335780128011,-1605.16925598808
995,0.116657301239347,0.152096633749991,0.0138379915321471,0.00946693322982139,0.000560216207204711,0.00993753531279418,-1605.66743700033
996,0.11607725342121,0.149033332010632,0.0203101358574865,0.00635621703357205,0.000273525403035543,0.000940780290732367,-1608.27518454777
997,0.119530977741058,0.145787564425802,0.0151567917209159,0.00644545377466679,0.00019806672259922,0.0113600396425098,-1606.47142130939
998,0.119015687007931,0.151159452124233,0.0171688720994829,0.00385467572730982,0.000402810305035582,0.00373587353389953,-1605.03876951351
999,0.114843327436083,0.158074084010871,0.0196462317593447,0.0182992492224692,0.000779833643689608,0.00492907733008063,-1609.07223547781
1000,0.117602434072253,0.159541094009799,0.0205290704418601,0.0233934827404401,0.000609737263618782,0.00469247763152118,-1607.27781759184
1001,0.116500773745441,0.159013361060585,0.0159502540232437,0.0138426868803143,0.000312649717159161,0.0117028258023637,-1605.20736988012
1002,0.119751931009157,0.158095202991422,0.0161847700954314,0.0167663193286023,0.000663086069041958,0.00470251766006608,-1607.27002498615
1003,0.11614954740061,0.140720227666852,0.0120756005283246,0.00557721649771978,0.000440236244258496,0.00422671539968796,-1604.84229755389
1004,0.115461160982196,0.130178770767995,0.0114231691174001,0.00425065755385215,0.00014071533588901,0.0043045188264997,-1606.32544715094
1005,0.110461534081646,0.158118380046434,0.00847093445821682,0.0150081487729445,0.000139319544900717,0.00810033040733768,-1604.19439517964
1006,0.110978046540274,0.144670879696396,0.0122239741339928,0.0165592481872972,0.000188380580449118,0.00193411652582091,-1606.3895182535
1007,0.111839029806427,0.164911783302191,0.0160751363923748,0.0285499233125875,0.000489776028534135,0.012064548515623,-1607.66531663434
1008,0.111332538442814,0.179014004030578,0.0116877535357905,0.00898031983747365,0.000568224221883324,0.00472284500578643,-1607.38923862238
1009,0.109608231664064,0.177594439386457,0.0115816829119569,0.0288033485275939,0.000272912790830251,0.00132410179401541,-1607.2264109883
1010,0.111588741742973,0.158334616095395,0.0103695169802851,0.0309355181316821,0.000549870068252444,0.00799653658130505,-1605.62070302738
1011,0.112495277291897,0.156934930382668,0.00130708152276345,0.00770651550648735,0.000303371395143235,0.00809259330767814,-1605.93913333821
1012,0.106505043451078,0.171981896792911,0.00512313194765242,0.00954520053146851,0.000371414933257333,0.00879950003364394,-1603.58805630858
1013,0.107085086387173,0.157379337071875,0.00375829402977184,0.0145749859500353,0.000348471970522384,0.0034538890991254,-1602.74052713928
1014,0.10759930152237,0.14839978329103,0.00525451340509474,0.011153781417688,0.000189577177942342,0.0122425620449217,-1604.33742360358
1015,0.106947675628651,0.144130652955122,0.00449377193194012,0.003759567986259,0.000220853386692241,0.003522803257878,-1602.4659744182
1016,0.107836801118223,0.136020150854056,0.0100691952299309,0.0305453301908164,0.000304569823137832,0.00524593062192407,-1609.42039365333
1017,0.111572542384546,0.192594618745291,0.00922769060863788,0.0525012020723783,0.000386396867693693,0.00923859307828274,-1605.82921033086
1018,0.106413171259271,0.187847721546665,0.00499472994984421,0.0473039277855772,0.000252702267789068,0.0105482976398554,-1605.27395955257
1019,0.104984783843254,0.188858859789461,0.00252103837701253,0.0137920319466238,0.000280613662527979,0.0161055244612692,-1606.25133645081
1020,0.104638789249266,0.18445032384409,0.00266863378319301,0.0396606240528003,0.000279055093243171,0.00200147112491206,-1604.88217471522
1021,0.10616839040658,0.181674978134304,0.00326537448206054,0.0264140611333749,0.000207059004970001,0.0137237099465303,-1605.06942833876
1022,0.105550789467178,0.178329920463477,0.00635171251247621,0.0317747315541615,0.000749980107343389,0.00814570887265551,-1606.61821257994
1023,0.110399872677803,0.171430408958939,0.00399655337490819,0.031272543300538,0.000153429439012012,0.00709433223922722,-1605.19416090792
1024,0.10364350542449,0.158724081175743,0.00440895539293482,0.0202210642085527,0.000554406964060194,0.00216664801073963,-1605.44206684013
1025,0.105468227546774,0.162444703069206,0.00294564553677936,0.029543237118693,0.000336548060803637,0.00601146304879628,-1603.1998940662
1026,0.107618675819182,0.153087099747198,0.00340433641293061,0.0277352916123452,0.000413102154947865,0.00460810097801756,-1603.99743982793
1027,0.103591981161415,0.165327269040457,0.00278967547643611,0.00478016532382921,0.000289006770358866,0.00745523284959904,-1602.61117662582
1028,0.105162089206357,0.173219763359743,0.00578219421469623,0.0101776573506376,0.000362173072013113,0.00558227419326239,-1604.20626880464
1029,0.110734974628752,0.141222840419105,0.00514121114311221,0.00199950318385513,0.00083415823445831,0.00289130798862111,-1606.49591648893
1030,0.102267330421135,0.145723194810648,0.00324896646463241,0.00777705275831338,0.000155492649373022,0.0039698583919756,-1603.90038214989
1031,0.105221973154008,0.145955840555688,0.00161913710580932,2.42954673069634e-05,0.000321589829644238,0.00450087344661661,-1601.41453611469
1032,0.104499685839494,0.144484302447493,0.00400444728845181,0.0179333635225794,0.000280459839751101,0.00567042408300111,-1603.89050883246
1033,0.110085316414985,0.163894186676611,0.00846388709766551,0.0246515551454938,0.000308454444677286,0.00519287201178321,-1603.60772192823
1034,0.114952240291767,0.16986810265903,0.011723264655059,0.0179974787228529,0.00019964983593462,0.00704434733756171,-1604.68214894393
1035,0.108534238814817,0.169191753414804,0.0115463317706283,0.0220106617416438,0.000366111527201836,0.00619992969941388,-1605.067376841
1036,0.116812113237611,0.174948517758593,0.0186098039668859,0.00393607742781761,0.000471048843182551,0.00793274657601008,-1607.26709187634
1037,0.122576334485271,0.130118465454789,0.0260456342603924,0.00809537280920855,0.000199086232651097,0.00344316385284123,-1608.46241528671
1038,0.123352705325867,0.164420908199163,0.0283033912045897,0.00646367230314232,0.000351208788687947,0.0113578837744745,-1607.46541841511
1039,0.120584108350204,0.146669234210753,0.0207352350597338,0.0077783204334286,0.000311966606852266,0.0118477172337041,-1606.09801346126
1040,0.120884296296457,0.164326512506357,0.0267914747444574,0.0110257716523282,0.000349306460493318,0.00307882642541695,-1607.91390824993
1041,0.119556432285594,0.142773026734426,0.0130049032237289,0.000887744660307437,0.000318537426593257,0.00538794409726997,-1605.63921665676
1042,0.117810825639181,0.149208895850444,0.01447484879713,0.00549503539446514,0.000240692424226808,0.00433352525532016,-1604.47051973447
1043,0.111696296882389,0.152971554481324,0.0109476423229296,0.00336037810211214,0.000370170814520547,0.00533115422276888,-1603.15584743236
1044,0.113330089497992,0.150968109740037,0.0152807349397102,0.00445088140504908,0.000402003020608227,0.00434605279269364,-1604.42275833766
1045,0.114232358753261,0.150903393238199,0.0140812399532564,0.0187190575734321,0.00034626033793317,0.00396585954140671,-1604.78248469526
1046,0.116604731852366,0.162007341896536,0.0170208839418357,0.0241731972538394,0.000175863671461513,0.00581727197130386,-1605.50111001022
1047,0.115043819277097,0.160385482393668,0.0155405795699519,0.0297253624925119,0.000298537237279677,0.0038037874065154,-1605.51515278807
1048,0.119914772385459,0.18207790389214,0.0132378906022001,0.00896615951390831,0.000419070310600494,0.0143566852439491,-1609.95420607212
1049,0.118840150185687,0.141244154184139,0.0209121917888546,0.0089610439982523,0.000413309221644769,0.00546666061998498,-1605.82582771441
1050,0.121502852783103,0.129999852646477,0.0264900662800629,0.00064567399964663,0.000234065828200699,0.00688832795029502,-1607.22503442344
1051,0.123657554351556,0.150674106592266,0.0225055633000676,0.0084759356646111,0.000282612680312742,0.00914576515132285,-1606.08096746449
1052,0.124152008857972,0.176224582614728,0.0285142407460676,0.00743073841803753,0.000224381373424941,0.00895871196274195,-1607.98402733568
1053,0.125757701869108,0.16137731840883,0.0243334096070742,0.00676362547204886,0.000536200176750881,0.0165782196009203,-1609.47297212255
1054,0.12191133222483,0.172055829281101,0.015829275029659,0.0143436907581288,0.000257036320148795,0.0142983043192409,-1608.83382678637
1055,0.117363517042997,0.16748446692274,0.0159031294285767,0.0321412019568005,0.000360008313380377,0.00291750502676472,-1606.0102650413
1056,0.116596006165643,0.179864579578821,0.0136905724027875,0.00290947148465439,9.2761264695451e-05,0.00611195695728943,-1608.00502481104
1057,0.117592350178725,0.154719966515953,0.0133663820645202,0.0032237535207243,0.000225570508375343,0.00467093520620133,-1604.50923851192
1058,0.118898445949044,0.140358504040631,0.0150231255539351,0.00139570571070835,0.000124384127968161,0.0062327850819557,-1605.78962101095
1059,0.112089455301496,0.144263904267852,0.00375234132707453,0.0160855581895725,0.000874654855736079,0.012330376813781,-1609.06800291171
1060,0.111823679743748,0.141768050530198,0.0124182847616456,0.00922813975584531,0.000368382682964466,0.0120168784849385,-1605.41052951232
1061,0.112197832614344,0.159049252697325,0.00909643427478258,0.0147240680705606,0.000348335147820431,0.00770037555673254,-1603.55693218155
1062,0.110184495157165,0.153202520141843,0.00723788980874562,0.0038053984812809,0.000357260314679475,0.00596083981299602,-1602.55636330276
1063,0.108051613693662,0.157798673515701,0.00696785159987862,0.0179243649663876,0.000347209758955119,0.00759033512884624,-1603.24127683315
1064,0.10835941027181,0.166831219693327,0.00366742991181531,0.0342831950156396,0.000413560689960551,0.00472488098144244,-1603.85204155491
1065,0.108294567735683,0.193245273745119,0.00390491303858728,0.0377237771634592,0.000453193660762807,0.00539438694500894,-1605.0623241644
1066,0.106695417377783,0.189054484404101,0.00403437806473497,0.0485585825515721,0.000478213797477955,0.00640569756304321,-1604.52299243107
1067,0.106138390362447,0.193085318928432,0.0016169795728608,0.0498763106945947,0.000320630942711872,0.00696585382081732,-1604.22748748842
1068,0.105644705797377,0.198629401532744,0.00549544663993676,0.0453564843213773,0.000393944827651361,0.00862728005991182,-1605.59945425032
1069,0.110601029891308,0.172915326521264,0.00545584020480888,0.0716212371730724,0.000553146358741566,0.00567111730747264,-1609.22504745982
1070,0.109047358924466,0.202082279067413,0.00535542790155154,0.0452713936657389,0.000444402745522047,0.00752842292125093,-1605.88413632541
1071,0.105420379734631,0.202207380949715,0.00651814058613232,0.0270323192686055,0.000458415138515818,0.0062663077566842,-1608.2512538371
1072,0.110237481855321,0.191194039063536,0.00865919545220691,0.0208051051651392,0.000477221934147542,0.015470303535625,-1607.66234561122
1073,0.108082545713324,0.164218900256871,0.00255738930324474,0.0137887874276087,0.000283912582252541,0.0100928854985688,-1603.20582419136
1074,0.105909882920191,0.152533024034656,0.00661632681849038,0.00964134838463888,0.00038516945602987,0.00263922480015328,-1603.95631309865
1075,0.105866037847161,0.126982087935985,0.00308906629871004,0.001232040380458,0.000214435945666531,0.00439881866168277,-1603.64956783716
1076,0.105786529129065,0.139116422919594,0.0041068652673441,0.00243957334575585,0.000367580997363085,0.00520742440410725,-1602.31091673877
1077,0.104022381887883,0.144837054562269,0.000743658439777956,0.00874585044607455,0.0005152850532074,0.0076604245387789,-1602.63861012936
1078,0.106827297241181,0.15788317119859,0.00489487834164122,0.0104908574046341,0.000466549441678922,0.00788124248996779,-1602.94242265049
1079,0.109822290903542,0.149854982380045,0.00856747829648868,0.00335653345826232,0.00049149750406277,0.0096926862035846,-1603.59155779056
1080,0.113056348321555,0.155167516430133,0.00990370038416257,0.000240558748815945,0.000287980952573832,0.00467044141039133,-1603.15289635498
1081,0.112577219400362,0.16004241986417,0.00845137100750627,0.0220287883979623,0.000449602652623443,0.00901220871794695,-1604.64168384091
1082,0.112149744197917,0.161042766173396,0.0143357179825062,0.00725645286858697,0.00013095530788104,0.00911367428757141,-1605.16332085505
1083,0.116137951202254,0.163571224981748,0.0144569866690459,0.00904411718884695,0.000509845106239553,0.00913572938928362,-1605.37596341393
1084,0.115366681966542,0.16452330650203,0.0118523282470397,0.0237566923776317,0.000218486454418296,0.00498979380333809,-1604.82546136092
1085,0.110616155187533,0.173856826567563,0.00649506959628221,0.0261247487690225,0.000387199537980049,0.0117228789370018,-1604.83102803537
1086,0.109574901483282,0.170737671867988,0.0108067969929364,0.0344557410529942,0.000355023220226965,0.00507102346293042,-1604.8471578082
1087,0.111407914894719,0.172713151444341,0.00395221612913656,0.0260358580794341,0.000606104880907621,0.00859248590648659,-1605.910964441
1088,0.104365017060839,0.151608617168249,0.00200255005228243,0.0110235006008549,0.000461552918550338,0.00655629250862616,-1602.40096881063
1089,0.104505320276419,0.154057363922073,0.00186107218890021,0.00245199441731649,0.000270458352546783,0.00874689543661401,-1601.71387750706
1090,0.104580202643309,0.147246307279898,0.00530930065835465,0.0107076784588841,0.000198438495304678,0.00580642905520926,-1603.51903619
1091,0.104703726159103,0.15590836922899,0.00127090132000871,0.0224993174679027,0.000539574325705959,0.00941726254802052,-1603.73047721471
1092,0.104408799918345,0.178625872117024,0.00172985218001316,0.0299479912581227,0.000453438144256536,0.00275840325098616,-1604.12873631294
1093,0.104762166552084,0.162457947214715,0.00194620384225292,0.0260491099374289,0.000152631247204645,0.00267011166178108,-1604.18128869894
1094,0.103868862056955,0.208357506361839,0.00260088368380867,0.051831495092169,0.000459486125122477,0.00972252707251649,-1606.25853908153
1095,0.102047876218974,0.195881491719301,0.00336491072478719,0.0772951853325926,0.00044557682901928,0.00405084101127816,-1607.20768755128
1096,0.108363944334323,0.198608413764881,0.00593571361529407,0.0502116388172704,0.000368827433267492,0.00756385461018955,-1605.16110178618
1097,0.108119391962802,0.175383503399003,0.00287532841273677,0.00280489429004676,0.000427241255616262,0.00525631975257245,-1604.83711698615
1098,0.101539573923335,0.170719242897785,0.000171230917549498,0.0318112561208263,0.000173063515801553,0.00264813406134866,-1604.25709381048
1099,0.101612225049021,0.171928741550917,0.00197997555859969,0.00501557797482458,0.000173003210516244,0.0117864642070289,-1604.4797335162
1100,0.108214083335343,0.155234699357984,0.00285571362509839,0.00319558764126116,0.000389181525754801,0.00403038446105338,-1602.58531863194
1101,0.103111337693179,0.156917268401506,0.00217095535255704,0.0205010129107342,0.000565984669385344,0.00168472109951114,-1605.19401294702
1102,0.102672686779517,0.159236680758535,0.00138329962009885,0.00183367850722873,0.000306755538376311,0.0138629510330952,-1603.08617564725
1103,0.101601300477017,0.175918972601782,0.00296929402878216,0.00400691250948051,0.000360065051531974,0.00289943560203072,-1606.1761622372
1104,0.103012720280431,0.146875806432591,0.00267979886232522,0.0039397571539127,0.000160628530577384,0.0131706206033835,-1604.15677234943
1105,0.10390511077367,0.141206975995642,0.00216137455707088,0.000616015915186029,0.000190493609709316,0.00974411849794754,-1602.55340234297
1106,0.109264510392134,0.147891360887864,0.0047557670586352,0.00146029726065829,0.000249574515625155,0.00640186404519967,-1602.15721263477
1107,0.108567445033395,0.166651620784938,0.00346560189586577,0.0125003060779776,0.000344589674757328,0.00553983218761354,-1602.95307954691
1108,0.104468750886781,0.165294800808149,0.000688473600995867,0.0150326984873284,0.000474850859829218,0.0143744897975194,-1604.05083409976
1109,0.103737624568764,0.16409928420691,0.000472808080209351,0.019077114586562,0.000249414267639728,0.00277914071614767,-1602.78389856227
1110,0.102452357272086,0.152981721503296,0.000401149146831934,0.0237022742356669,0.000331732574069847,0.00453554798586777,-1603.01788235281
1111,0.104769673647594,0.171215873664917,0.00117396032135351,0.00826759726954521,0.000304486588134896,0.0138877026589816,-1603.69059989025
1112,0.105693113586916,0.161413280614733,0.0113853240264145,0.0180808800950512,0.000456944201366999,0.0105679233648946,-1607.50790890821
1113,0.110705696482093,0.158598457288823,0.0122109294403928,0.0157655630081627,0.000382490156730743,0.0109182050485706,-1604.85730357259
1114,0.110319022976284,0.165061653491507,0.00933039537532333,0.00891203315754793,0.000195997762453072,0.00551904381250335,-1603.48765789515
1115,0.106666546693152,0.174231738062825,0.00282825615482339,0.00348553689395599,0.000140110833131257,0.00921412642580181,-1604.23795674429
1116,0.105137893333138,0.167751294984368,0.00461483310896187,0.0299215807418351,0.000442683696885605,0.00836761174343534,-1604.01816650821
1117,0.10595149088085,0.168839679167061,0.00301059733631666,0.0229418520332747,0.000479813948163641,0.00614734998109111,-1603.17132467208
1118,0.102878892367151,0.145818563122827,0.00129382334617275,0.00921084540706108,0.000852266241910417,0.0086018816831298,-1605.25923000615
1119,0.108228832671442,0.175005135740543,0.00176901789594174,0.0615111975015643,0.00155258733598214,0.0063036131484814,-1612.01407202786
1120,0.104215292064541,0.162844722891632,0.00238274022183597,0.0462550172734804,0.000205931513877376,0.00584433426063531,-1605.88957799375
1121,0.108129416365513,0.206869859230458,0.00298345811747509,0.075979487084208,0.000366256829891554,0.00856876749587111,-1606.33293480247
1122,0.110184398219701,0.19362477426283,0.0149991000771756,0.0524648505893942,0.000430663418944516,0.00896395818692445,-1608.21318329655
1123,0.118790724997016,0.193150519846283,0.0160524270829466,0.0250171750282599,0.000277455464184637,0.00271311136576381,-1608.67788283457
1124,0.119021019425192,0.17250551779932,0.020252231699676,0.00417973260087631,0.000245226036909797,0.0116677399685686,-1606.38574180232
1125,0.118491946319338,0.136392705552874,0.0180337746030261,0.0077328889562582,0.000531157712578779,0.00254088003128288,-1606.97686898883
1126,0.114830446209996,0.155459834469473,0.014513694723479,0.018313913558673,0.000132731136877659,0.0133812851421203,-1607.08733354916
1127,0.113958600846357,0.1878543509757,0.014562251942263,0.0423521028771862,0.000728485443250894,0.00190858797159853,-1609.33884504703
1128,0.114640776451137,0.169752273561831,0.00457360420200989,0.0303873701110225,0.000738729993361007,0.00589589844327882,-1608.65076622457
1129,0.109645150595492,0.173274738790346,0.0105080566855971,0.0257495919399185,0.000277423964396571,0.00274116981364836,-1605.04838523817
1130,0.111563788663219,0.16577767086917,0.0119902203216422,0.023161983148583,0.000605326011717903,0.0117147804163028,-1606.21379209936
1131,0.112497842351549,0.145959695937712,0.00715775703198301,0.0136107346747203,0.000147758288302069,0.0148911376663528,-1607.61142478616
1132,0.108096798086277,0.142057654963994,0.00345268484328777,0.00478415415486363,0.000197157063840042,0.000791988436368855,-1605.83633252931
1133,0.108850123587436,0.160759069112399,0.00374256455253629,0.0236017774709895,0.000589926929627633,0.0180072514599987,-1607.37090929197
1134,0.108342242274354,0.172887695686882,0.00826917275691033,0.0294720942260718,0.00039282392616993,0.0184491081054449,-1607.23442850851
1135,0.110757794809767,0.177302539011603,0.00892107570301974,0.032616971696076,0.000712305906625102,0.0173094844820965,-1608.39675566258
1136,0.108660547753976,0.170301583998555,0.00222102539384772,0.018088841529887,0.000346986659623327,0.00771897331769483,-1603.47261131038
1137,0.108327564268995,0.17484445047492,0.00405976899755603,0.0373634915275533,0.000222650387184818,0.00711141022392085,-1604.16364182975
1138,0.1044047115466,0.176432383984996,0.00496431093046228,0.01521458126831,0.000220042391151738,0.0074947616108247,-1604.12175996781
1139,0.101142387970755,0.153940714426567,0.00306275156321352,0.0398182301786998,0.00041904398051356,0.00943101690545489,-1607.96794357914
1140,0.11019297885469,0.153884594536542,0.0091995454871872,0.0218738727396547,0.000432074306334876,0.00233446819092143,-1604.97238038802
1141,0.109347100722993,0.152435389548485,0.0091872827773455,0.0332442605167772,0.000385034912733773,0.00302504951895258,-1606.01998943352
1142,0.114447949925557,0.150563442517619,0.0145923792630052,0.0138886311237189,0.000220953068653249,0.0108127911193381,-1605.24918123484
1143,0.113629957103035,0.172586730829917,0.0148994299653862,0.0117290189959243,0.00023207354788105,0.00657143862789267,-1604.90507862557
1144,0.114958911639044,0.164317916903707,0.0103085545846059,0.0172818968075572,0.000245154305611395,0.00628471443659457,-1604.45747972524
1145,0.113865774935283,0.144526805403339,0.0104620427590612,0.0228822630552066,0.000641483102734781,0.00436898566631097,-1606.64049102298
1146,0.115548113781534,0.171947383981056,0.01391106977105,0.013589433672725,0.000855358575421018,0.00687464918298838,-1608.76816287137
1147,0.114656981965846,0.160168903673365,0.00956755479260369,0.012650634355913,0.000245642309534242,0.00488968426260895,-1604.24139909512
