"i","lambda0","lambda1","mu0","mu1","q01","q10","p"
66,0.120022594807888,0.139149586557014,0.0180606064986243,0.0127806277791245,0.000630684724306443,0.00657546513782699,-1607.04804770019
67,0.112546531221179,0.192867675707074,0.0121960921717709,0.0362765732517958,0.000831814277080486,0.00485368719492304,-1607.0171632237
68,0.114506949297129,0.154130197204371,0.00714772832351032,0.0293187854951622,0.000105951517193737,0.00332631726776352,-1608.07808486146
69,0.111711897260127,0.197573796654817,0.00800813402475258,0.0521786053112131,0.000453670434731941,0.00849512923229446,-1604.54262413578
70,0.111640863525849,0.199880218280803,0.00763243397877837,0.0407340782069454,0.000305266078965975,0.00828197022531128,-1604.22485602359
71,0.112163391279894,0.202075152830657,0.00890191048269653,0.0329610262225259,0.000300978451272587,0.00806268724447975,-1604.7137272184
72,0.110198276888399,0.191535751832582,0.00828486204106547,0.0303668537785815,0.000207829022239689,0.00709445682486119,-1603.68254648404
73,0.115694260744234,0.173615914592478,0.0138350579692359,0.0173900176941164,0.000273055893022839,0.00825882898788406,-1603.43886290175
74,0.115760612100589,0.162122421065228,0.0109044130773285,0.0065102287414382,0.000217293302357985,0.00714445646416093,-1603.00063399449
75,0.109519733040939,0.1614576380902,0.00914964298401496,0.0103585527182786,0.000481587181937448,0.0028505010003699,-1603.28409684332
76,0.107097276836397,0.147018989483611,0.00381051982552495,0.0152071391136211,0.000206282182136174,0.0074311507571417,-1603.48469123864
77,0.109273153265391,0.167820812167547,0.00355740530633118,0.022784670750827,0.000507601397008214,0.00100716590804151,-1604.99042041712
78,0.105950331965558,0.154913592078089,0.00317406835161399,0.0157112722284199,0.000825685219285192,0.0132009728866974,-1605.66470969858
79,0.108006922375426,0.165661550321619,0.00230669267188536,0.00268881437032845,0.00055389591963691,0.0110442077209803,-1602.79443271469
80,0.106092253861361,0.16268031528184,0.00367674002659556,0.0112956902259593,0.000460892057228313,0.00309174854760447,-1602.07575192862
81,0.110057737483294,0.172810447560537,0.00771860546395027,0.0207889483975753,0.000210849117968751,0.0112207991864738,-1603.57323128795
82,0.113376514825923,0.170535029580934,0.00517907744467919,0.0252794708218454,0.000576794364712844,0.00319510008705182,-1604.79897008716
83,0.103370141365387,0.174668721337608,0.00190447767761789,0.0149592847753922,0.000246321917731787,0.00917340753755797,-1602.1738396785
84,0.105773507043141,0.167859327005449,0.00162941753442212,0.00306462749378786,0.000533764532995862,0.0050289023766498,-1601.94140305412
85,0.1064913897899,0.151280754216237,0.000826017318345134,0.00598385571958602,0.000290478339594526,0.00703383319397615,-1601.09343434711
86,0.107631465137294,0.153755215114691,0.000424287387242687,0.00310606617732544,0.000209726415245026,0.00905088937868563,-1601.80228015879
87,0.10226762219886,0.15417914313442,0.00146228779650096,0.00125715006111945,0.000735202735208545,0.00427277017113489,-1603.51662899119
88,0.101907094328615,0.146857535055436,0.00174732936065198,0.00634795175893274,0.000530162568451514,0.0056396296931017,-1602.80107692545
89,0.105180031258973,0.137445733112593,0.00268335771389284,0.0036487225391479,0.00042746382678793,0.00816552326959802,-1602.80372375062
90,0.103387970253687,0.18619807091103,0.00157054183547207,0.0408477141983096,0.00101685217129459,0.00709923374772643,-1606.14488620941
91,0.109744414882576,0.168374451925832,0.000747063723902867,0.00187016523751543,0.00101957692510713,0.00712856499752621,-1607.35367980909
92,0.107489494321662,0.139076159195616,0.000568285018608138,0.00465698344670193,0.000719404017766064,0.00394008144946972,-1603.69981831065
93,0.107236820223713,0.139387070089951,0.00585952772338242,0.00543463138345762,0.000246549043356116,0.0103573300150942,-1603.9969603597
94,0.107314177143669,0.179880129158908,0.0054393854231037,0.0404634984136362,0.000330997001481236,0.0035117714864113,-1603.19876238575
95,0.109078492392858,0.19361201076741,0.00289098660238346,0.0486909474811956,0.000342048656695862,0.00944656969680979,-1604.11274945472
96,0.104104625823672,0.20179599040744,0.00146780791765192,0.0437949313280401,0.000107151258566713,0.00607271110208565,-1604.84506632438
97,0.103052973694799,0.200966777021605,0.00103642904820346,0.0302372621066839,0.000474870121647293,0.00795148215874272,-1604.21673797742
98,0.107629706435232,0.198062197920877,0.0022352660042017,0.0355079055156613,0.000309244603438249,0.00691807805639611,-1603.20163158643
99,0.107084143859027,0.197758838090245,0.0029494186462182,0.0571558464911519,0.000603889342999759,0.00408484921917891,-1603.95363780397
100,0.106381746135111,0.206288699851368,0.00378012509918995,0.0583507051222384,0.000566458023514381,0.0107701056019497,-1605.16463837621
101,0.106865243362491,0.210071464154947,0.00613307370796605,0.0498170210725989,0.00072609699047918,0.00509467668093052,-1606.4427868879
102,0.110529291957909,0.209403495644552,0.00399206624590391,0.0703186384101747,0.000352021452838373,0.00643317161664547,-1604.94041948796
103,0.107095890115327,0.194912784384669,1.995857858626e-05,0.00673414037566927,0.000436122936551958,0.013430692479506,-1605.99990935865
104,0.105924716375277,0.189313254368988,0.000939722530081784,0.0266201672245605,0.000435412188571924,0.0031771250337666,-1602.97487489566
105,0.107576793709516,0.173457046489479,0.00323704643192421,0.0490605938173143,0.00030293594592304,0.00288719214686604,-1604.52608534219
106,0.107706916736971,0.178611713300177,0.000822507683123464,0.039078313389409,0.000309377060505912,0.00755953658819248,-1603.13612711974
107,0.103731223416112,0.199372929428307,0.00245783445383665,0.0303741185298375,8.46215303572976e-05,0.00772599446631606,-1605.93024341796
108,0.107317847644088,0.184857464305195,0.00449180385066631,0.017189032121888,0.000658725487556959,0.00805983737904737,-1604.40605181345
109,0.106199334732593,0.149877801910155,0.000490221772188472,0.0123782137936422,0.000101198411945433,0.00378508314659147,-1603.71141718881
110,0.0983187394116811,0.164385976433478,0.000459596685665584,0.0135992881909338,0.000376774192415222,0.00834604759206033,-1603.97774422157
111,0.103874912552745,0.161414729383775,0.00213741372997915,0.00404011548990914,0.000337403699782426,0.00384427891898565,-1601.21023152595
112,0.106857417519579,0.148288212686205,0.000887518041539002,7.49743264502666e-05,0.000302924287845613,0.0111684392434893,-1601.77776391522
113,0.101939746212402,0.167989644170098,0.00182455034125965,0.00121043584827964,0.000353052372393234,0.0093239773019944,-1602.25561409212
114,0.105529961735404,0.177121460776797,0.000859564223843062,0.00713537073673749,0.000363685261821565,0.0122337040289031,-1602.5495714344
115,0.104299306318914,0.162103219028856,0.00440524575175906,0.00425843909254371,0.000302054805068878,0.00519409217444416,-1601.76929690842
116,0.109057779510581,0.16634813278048,0.00228980989408788,0.0131301311125955,0.000282322203659637,0.00485916938126563,-1601.72544402183
117,0.10671296172374,0.176416848724791,0.00702067884620485,0.014475131747041,0.000267018783718714,0.0101248966304848,-1603.25129078411
118,0.109013971468666,0.182667713607441,0.00228052975498968,0.0431095135235226,0.000433285743110396,0.00441912527524011,-1603.23981506338
119,0.107954031981066,0.18495742594983,0.00673628155786862,0.0288746947291842,0.000260602059004087,0.01373578711115,-1604.60569148347
120,0.106031078752047,0.17252328547803,0.00550020793727862,0.00748856130203155,0.000489233090933261,0.00592392387705738,-1602.88914893581
121,0.107785346254992,0.140753675825351,0.00581836319007424,0.0122430473513112,0.000474869994023107,0.00514960441124574,-1603.74693146318
122,0.108740574710491,0.165982233654155,0.00497377379068521,0.00577371263447208,0.000107283848172114,0.00773603124883907,-1602.89629818828
123,0.107450017405514,0.167786030297603,0.00300711032001145,0.0283256671848871,0.000244338307606176,0.01024140533049,-1603.48577672691
124,0.105825348885464,0.17678487295632,0.00339623918887256,0.0162276177674365,0.000308491699724379,0.0121141812165026,-1602.83396369353
125,0.106674258019866,0.152137126997262,0.00272581208093098,0.0141606683032885,0.000578530171320688,0.00960917113234065,-1603.20685854627
126,0.103539802384373,0.160977878965608,0.0021294682359992,0.0115613183160888,0.000514259902787653,0.0129111198156398,-1603.40493576238
127,0.107760226364126,0.181983140374622,0.00342408042258454,0.0267214672124168,0.000179163977463452,0.0121420939610075,-1604.00098673249
128,0.104068910258069,0.167695387023942,0.00517268641080996,0.00172489622921358,0.000439659839645637,0.00445216859327301,-1603.25054251706
129,0.10572445979893,0.143962631273637,0.00553689787319726,0.00518722269696436,0.000219021012432131,0.00400866687558225,-1602.76842076201
130,0.105091410946076,0.163966140888982,0.000347662695907826,0.00166240747733977,0.000266360871196769,0.00368454413579072,-1600.77903785304
131,0.104263592654731,0.165132045224131,0.000800614260057833,0.0178984069376395,0.000586761528441354,0.00444778563858606,-1602.07221075967
132,0.101724872774781,0.167686418960898,0.000561923985486108,0.0253513260922728,0.000493415584273632,0.0123618622013751,-1604.02723453275
133,0.102804474834807,0.155411684352411,0.000799768364276183,0.0210086720953726,0.000464086243597525,0.00453564795609648,-1602.53693296327
134,0.105899522266353,0.180329062937571,0.00130025876512425,0.045861953553585,0.000521646609367487,0.0129067293410649,-1605.1702398247
135,0.104701737495579,0.200654413288136,0.000316661890370465,0.0744315154479097,0.000549153747128679,0.00294490239503114,-1604.59154279742
136,0.105074671904506,0.188144941821011,0.00221755724219985,0.0267232065673993,0.000351005820360637,0.0105389054225624,-1603.01061298834
137,0.105770406445833,0.189848032979538,0.00423847944132754,0.0330804269707613,0.000343310294362564,0.00556759489769396,-1602.83116726722
138,0.109473669321138,0.182720572443358,0.0057162086410368,0.0192657894394461,0.00028303794019784,0.00515206734994501,-1602.51640153173
139,0.102782093250507,0.162046784874129,0.00135237134340224,0.00661202830625872,0.000297249503454913,0.0116230365871745,-1602.11408905312
140,0.105393609304294,0.169925270555592,0.00243554912249155,0.000689925065484456,0.000398213476123719,0.00918555802043123,-1601.76377450911
141,0.105057067425119,0.158806000948286,0.00269631932005005,0.0064885833603325,0.000225988332879573,0.0138520823969802,-1602.97133718
142,0.106042029205139,0.167649619372022,0.00188341756365185,0.0152641705488858,0.00027535325789417,0.00168640185345505,-1602.58736685276
143,0.103968128546785,0.179004611527237,0.000573140078475493,0.0151432003056522,0.000261806691715211,0.00403991242274,-1601.71036337544
144,0.103516530102181,0.155158374189453,0.000166636012062291,0.00929769927535721,0.000253315961711583,0.00282028164048939,-1601.36666000392
145,0.102133710786544,0.168478598413405,0.00225536806136018,0.0154598364659982,0.000403036900531009,0.00418829971237553,-1602.507272869
146,0.109835500919747,0.167354983265823,0.0051698270555786,0.0032284921691724,0.00062291306516884,0.00882397356111342,-1603.34102838916
147,0.105326282905327,0.171188858843477,0.0053043466460912,0.0204833129183013,0.000459408672826391,0.00517216416723916,-1602.81494264312
148,0.107949113516513,0.169660927891662,0.000928285254598295,0.0361369165669847,0.000340870237160313,0.00919972208770229,-1603.95869031166
149,0.104466606151515,0.164913120726404,0.00221585129380985,0.00368776802655359,0.000330852583079896,0.0159335916113186,-1603.16499595747
150,0.102347288073622,0.163828188509992,0.00215178374984651,0.00464929496389712,0.000643520689065352,0.0128011100436696,-1604.28014050976
151,0.105886695897512,0.173854823218769,0.0045629193472306,0.0275740879740438,0.000429216577531706,0.0138827622575199,-1604.46943883933
152,0.106294162488934,0.196496338849252,0.000248542915430898,0.0493871239285282,0.000383154003835882,0.0116478235785269,-1604.25225026608
153,0.108786389475706,0.202095191618752,0.00139845114805831,0.0460586097119005,0.000190724437719193,0.0127980807995853,-1606.03685283637
154,0.0986438170282951,0.204850992609983,0.00174477393327652,0.0465008854270541,0.000580844384153976,0.00585210008087689,-1607.49984965727
155,0.100843567267947,0.168529668393685,0.00235251128666732,0.0143058318906535,0.000704207659140224,0.00379530798798587,-1605.29411165955
156,0.101920530949247,0.170056813358895,0.00390308200616689,0.0160654727313372,0.000678118071951439,0.00575326254583171,-1605.16505309518
157,0.103674048494798,0.160459692067677,0.0043776973655197,0.0169652534400515,0.000592768187836835,0.00418418223419172,-1603.8223055833
158,0.10540764672798,0.159115782794865,0.000161886362392665,0.0126337618276649,0.000491182296003599,0.00588715932305238,-1601.30546335191
159,0.10701102693841,0.161955343022634,0.00605246584824689,0.0153665169577981,0.000193367196590616,0.00515475128313782,-1602.40533229775
160,0.109900440542278,0.163254223682022,0.00246104648820529,0.0449119378211463,0.00107431079380332,0.00588486575061044,-1608.11408777524
161,0.109681773213034,0.200987545335483,0.00561365686985944,0.0444149952788226,0.000713987413091595,0.00855128484796223,-1605.47633599683
162,0.108390285142598,0.192651594892925,0.00647933382036564,0.0504000133504727,0.00105887557164141,0.00397246260837818,-1607.29187642168
163,0.110283482084183,0.199765101027395,0.00273164405293776,0.0730636946019211,0.000209187773291856,0.00533546070215747,-1606.28185844398
164,0.110095513387816,0.19758699386086,0.0111853822485891,0.00910378456539289,0.000149345729046886,0.00824437179027336,-1606.94324097506
165,0.114197407741882,0.192003635354498,0.0117004909796158,0.0463912244260162,0.000668894909537651,0.0102571067143982,-1606.09986458234
166,0.111897618005494,0.173513279543079,0.00612678655870238,0.0389625548696598,0.000401382525496404,0.00992282725311326,-1604.88144560314
167,0.107236685758696,0.190340111065087,0.00227109009179987,0.0404440805142849,0.000466697940755345,0.00535038959272221,-1602.78141893404
168,0.101900889482959,0.184841758082242,0.00015328469823992,0.0518236908007352,0.000415574307518461,0.00298473004481472,-1603.6960533016
169,0.102749877723432,0.196611233791854,0.000317996369938996,0.0187589977535818,0.000319346339878115,0.0138405301800197,-1604.70911007801
170,0.10593198622667,0.156778139913388,0.00203415663704921,0.0185277968030089,0.00056669519331502,0.0128204496175136,-1604.15421001569
171,0.102060930850172,0.169853638560932,0.00165733621837985,0.0255791119115704,0.000491524093077124,0.0134991403093839,-1604.66981763535
172,0.102328200352404,0.182588349400002,0.00220443074848795,0.0164497840909833,0.000363019115937907,0.00819564654653962,-1603.08595446064
173,0.100898287924573,0.139468417892541,0.00324522839763709,0.0191114879659908,0.000291794231389517,0.00840883842618396,-1607.82936959058
174,0.104398251959198,0.157362782307864,0.00216356734753218,0.0172050890985124,0.000329509453774457,0.00354340839635001,-1601.95407524297
175,0.103160831441194,0.181781337993063,0.000994572036852886,0.0311346637357097,0.000310659468326124,0.00355079045505756,-1602.26350356055
176,0.10645977443225,0.179152037344381,0.00169580760552245,0.0131488478169144,0.000355214637802582,0.0065071004576558,-1601.80966799901
177,0.105462839646098,0.143799091651447,0.00424750804039246,0.00331831219159179,0.000165495130796929,0.00413662896662454,-1602.54507372492
178,0.109370214252963,0.154076071612754,0.0111895934044413,0.0110082507844247,0.000177733261507266,0.00593849761134715,-1603.83908821281
179,0.110133606887944,0.174954449570303,0.00213316466016815,0.00168299023211369,0.000655043671909919,0.0125392886366999,-1605.5562643753
180,0.103179455820615,0.180196914492514,0.000199536759287409,0.0149983054665024,0.000137839892478812,0.0126222936238594,-1603.73225823492
181,0.103421694966657,0.174077962155122,0.00184431902897424,0.0173934627877409,0.000608151075188538,0.00575851191016894,-1602.90332039143
182,0.106107685876817,0.162367045541004,0.00385751966149237,0.0142613973802857,0.000578858757076923,0.00889497985874774,-1602.7507355438
183,0.108996959641759,0.179472939291064,0.00107930024214183,0.0404694707583482,0.00044707090753707,0.00817550322872545,-1603.87789729262
184,0.103378867002231,0.169660169514399,0.00025315786327935,0.0350938467427997,0.000398925093841096,0.00743043215063841,-1602.73256600968
185,0.103918158081649,0.192027409653352,0.000286446719980627,0.0621438812218573,0.000352468723040295,0.00582753396276669,-1603.67959942496
186,0.105088173725018,0.201740035981116,0.00349758822040426,0.0525251778924279,0.000490108702878016,0.0066917730090226,-1603.88700894017
187,0.105147202556611,0.211515322667003,0.000139250534997241,0.043645026073165,0.000262830449199491,0.00437275424254608,-1604.07223928078
188,0.102386054624508,0.172518373669721,0.00014556275968322,0.0478791444766542,0.000547980348174294,0.00473526019380334,-1604.15102327615
189,0.101982080689834,0.173972811942901,0.000400284555087556,0.050677064646229,0.000258998817728302,0.00493714239641314,-1604.71221308366
190,0.102523737175201,0.172015371465169,0.000726105594064871,0.0455566097175112,0.000701801170446838,0.00489109127904833,-1604.66635508619
191,0.104200471341411,0.181136108987986,0.0028907460131244,0.0169730030725003,0.000758293442216936,0.0120011106221344,-1605.47109815027
192,0.104214762108705,0.168351544899119,0.000723646531320311,0.0178253883807403,0.000181901284837642,0.00495204644718359,-1601.62626091797
193,0.104478995356303,0.159553350901692,0.000663890042088128,0.0104014294613201,0.000364856101359339,0.00714918073794667,-1600.93568173878
194,0.102426868138489,0.14265487003692,0.00165979082534296,0.00489637019343438,0.000272713028721249,0.00451023725442639,-1602.24396676319
195,0.105806745045737,0.145456799103396,0.000615264670710168,0.0014447273678315,0.000240387018571733,0.0119743149010238,-1602.40706230966
196,0.106405551581753,0.16896919714141,0.00328675564300272,0.0013751154808176,0.000344239942835341,0.0159042158678025,-1603.25121370634
197,0.108268688008656,0.182058307229265,0.00343901464988855,0.0173834266999874,0.000382401693330404,0.0102270409838409,-1602.88530327376
198,0.109736028525892,0.198407533311862,0.00902490381909943,0.0546248395451132,0.000352667118837583,0.00861141942137061,-1604.69759106505
199,0.113564664994459,0.207614189376746,0.0087562818455045,0.0612020240016875,0.000760488591870979,0.00545796222566206,-1606.41248527371
200,0.108157631425251,0.204438395144426,0.00254783034133387,0.0816317569822643,0.000287916905241692,0.00327691294930146,-1605.64900072855
201,0.105239223719681,0.232501739295376,0.0036338457532556,0.0801299143593625,0.000455387968757335,0.00354390187721798,-1605.77424450041
202,0.106052950113262,0.202330768724394,0.00122583776739385,0.0385634331791496,0.000451929929405411,0.00381983001658713,-1603.73576684294
203,0.107869506278746,0.192250089351843,0.00411014788362392,0.0421537326996859,0.00049620997511891,0.0057649221756815,-1603.18917218661
204,0.110393885904496,0.182033164131894,0.00249077190340761,0.00450623888972036,0.000491528461076396,0.0170937625521404,-1606.41648741525
205,0.104733972467294,0.171332048089784,0.002926431357389,0.00803544347682692,0.000513077187212818,0.00177802554380152,-1603.94424976027
206,0.108523956466013,0.151446464935299,0.00018596962484246,0.00867640553181624,0.000726432924651341,0.00483959962093423,-1603.53453484541
207,0.106813218690536,0.164873256307445,0.00115910372666312,0.0100294946197991,0.000319594686204923,0.00290059747475295,-1601.47736425833
208,0.104394781918836,0.16545656420784,0.00103730536552532,0.0128237932213512,0.000400525351930092,0.00166233589523541,-1602.5714292353
209,0.109256221861149,0.150871610309078,0.00603510497841191,0.0108322531419971,0.000504090886791304,0.0110725004754244,-1603.5710630019
210,0.108368248400855,0.162174251287304,0.0100016109910719,0.00903715652851978,0.000548587423947999,0.00363629652700757,-1604.16088682448
211,0.112482392420897,0.138475584735637,0.0101397015817329,0.00227061492556359,0.000603326588997987,0.00383874278498372,-1604.04768119937
212,0.112509519926507,0.173096923985627,0.00654429519838356,0.00580973939303005,0.000331623124005328,0.00918802064420487,-1603.04682100691
213,0.109113414649966,0.168076264178009,0.00663268014855896,0.00106820905690319,0.000137471706509886,0.0035966441844764,-1602.73745380851
214,0.111921924109436,0.166289324629628,0.00426168473736842,0.00457908231547394,0.0004880534557387,0.0112376997119715,-1603.83717075256
215,0.104327803816748,0.172984371694054,0.00449201476330512,0.0332723177569363,0.000416181921975194,0.0105092636634767,-1604.37872006992
216,0.110609263761925,0.190082189464863,0.00744994250466176,0.02051211070755,0.000320872786164007,0.00803079137065593,-1603.5689240765
217,0.109068752210763,0.152132444573349,0.00517481831607328,0.00309290959253818,0.000342397180006117,0.00562722919974479,-1601.18138410017
218,0.107284096353712,0.15683560205175,0.00616051539461292,0.00528954118208712,0.000748397092625945,0.00433171754457714,-1603.96233741633
219,0.111005172873659,0.144956681356562,0.00786525760761962,0.0123798059511577,0.000715389574430741,0.00440097680566947,-1604.62082431308
220,0.109595225240701,0.156359856125014,0.0114066261364948,0.00178853757506553,0.000679208389147941,0.0160459945679477,-1606.59307344945
